events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('A', 'a'), ('C', 'a'))",b,450,582,0.9,0.582,1.5463917525773196
"(('A', 'a'), ('C', 'a'))",o,321,392,0.642,0.392,1.6377551020408163
"(('A', 'a'), ('C', 'a'))",c,328,406,0.656,0.406,1.6157635467980296
"(('A', 'a'), ('D', 'a'))",c,316,445,0.632,0.445,1.4202247191011237
"(('A', 'a'), ('D', 'a'))",b,440,599,0.88,0.599,1.4691151919866445
"(('A', 'a'), ('D', 'a'))",o,325,398,0.65,0.398,1.6331658291457287
"(('A', 'a'), ('D', 'c'))",o,339,379,0.678,0.379,1.7889182058047495
"(('A', 'a'), ('D', 'c'))",b,441,568,0.882,0.568,1.5528169014084507
"(('A', 'a'), ('D', 'c'))",c,323,417,0.646,0.417,1.5491606714628299
"(('A', 'a'), ('E', 'c'))",o,333,378,0.666,0.378,1.761904761904762
"(('A', 'a'), ('E', 'c'))",b,445,596,0.89,0.596,1.493288590604027
"(('A', 'a'), ('E', 'c'))",c,321,415,0.642,0.415,1.546987951807229
"(('A', 'a'), ('E', 'a'))",b,437,588,0.874,0.588,1.4863945578231292
"(('A', 'a'), ('E', 'a'))",o,320,378,0.64,0.378,1.6931216931216932
"(('A', 'a'), ('E', 'a'))",c,309,423,0.618,0.423,1.4609929078014185
"(('A', 'c'), ('A', 'c'))",b,431,557,0.862,0.557,1.5475763016157988
"(('B', 'c'), ('A', 'a'))",b,446,575,0.892,0.575,1.551304347826087
"(('B', 'c'), ('A', 'a'))",c,231,260,0.462,0.26,1.776923076923077
"(('B', 'c'), ('A', 'a'))",o,332,366,0.664,0.366,1.8142076502732243
"(('B', 'c'), ('B', 'a'))",b,454,864,0.908,0.864,1.050925925925926
"(('B', 'c'), ('B', 'a'))",o,418,0,0.836,0,836.0
"(('B', 'c'), ('C', 'a'))",c,323,425,0.646,0.425,1.52
"(('B', 'c'), ('C', 'a'))",b,446,585,0.892,0.585,1.524786324786325
"(('B', 'c'), ('C', 'a'))",o,338,392,0.676,0.392,1.7244897959183674
"(('B', 'c'), ('C', 'c'))",b,441,583,0.882,0.583,1.5128644939965696
"(('B', 'c'), ('C', 'c'))",c,306,428,0.612,0.428,1.4299065420560748
"(('B', 'c'), ('C', 'c'))",o,328,375,0.656,0.375,1.7493333333333334
"(('B', 'c'), ('D', 'a'))",c,330,440,0.66,0.44,1.5
"(('B', 'c'), ('D', 'a'))",b,440,589,0.88,0.589,1.4940577249575553
"(('B', 'c'), ('D', 'a'))",o,339,405,0.678,0.405,1.674074074074074
"(('B', 'c'), ('D', 'c'))",b,449,585,0.898,0.585,1.5350427350427351
"(('B', 'c'), ('D', 'c'))",o,361,360,0.722,0.36,2.0055555555555555
"(('B', 'c'), ('D', 'c'))",c,310,411,0.62,0.411,1.5085158150851583
"(('B', 'c'), ('E', 'a'))",c,327,430,0.654,0.43,1.5209302325581395
"(('B', 'c'), ('E', 'a'))",b,439,608,0.878,0.608,1.444078947368421
"(('B', 'c'), ('E', 'a'))",o,343,392,0.686,0.392,1.75
"(('B', 'c'), ('E', 'c'))",b,450,583,0.9,0.583,1.5437392795883362
"(('B', 'c'), ('E', 'c'))",o,343,404,0.686,0.404,1.698019801980198
"(('B', 'c'), ('E', 'c'))",c,325,425,0.65,0.425,1.5294117647058825
"(('B', 'a'), ('A', 'a'))",o,344,390,0.688,0.39,1.7641025641025638
"(('B', 'a'), ('A', 'a'))",b,446,563,0.892,0.563,1.5843694493783305
"(('B', 'a'), ('A', 'a'))",c,246,251,0.492,0.251,1.9601593625498008
"(('B', 'a'), ('A', 'c'))",b,437,641,0.874,0.641,1.3634945397815912
"(('B', 'a'), ('A', 'c'))",o,344,391,0.688,0.391,1.7595907928388745
"(('B', 'a'), ('A', 'c'))",c,249,240,0.498,0.24,2.075
"(('B', 'a'), ('B', 'c'))",b,451,860,0.902,0.86,1.0488372093023257
"(('B', 'a'), ('B', 'c'))",o,424,0,0.848,0,848.0
"(('B', 'a'), ('B', 'c'))",c,29,0,0.058,0,58.0
"(('B', 'a'), ('B', 'a'))",b,446,524,0.892,0.524,1.702290076335878
"(('B', 'a'), ('C', 'c'))",o,348,387,0.696,0.387,1.7984496124031006
"(('B', 'a'), ('C', 'c'))",b,445,591,0.89,0.591,1.505922165820643
"(('B', 'a'), ('C', 'c'))",c,347,397,0.694,0.397,1.7481108312342568
"(('B', 'a'), ('C', 'a'))",b,438,562,0.876,0.562,1.5587188612099643
"(('B', 'a'), ('C', 'a'))",c,333,417,0.666,0.417,1.5971223021582734
"(('B', 'a'), ('C', 'a'))",o,336,380,0.672,0.38,1.7684210526315791
"(('B', 'a'), ('D', 'a'))",c,348,425,0.696,0.425,1.6376470588235292
"(('B', 'a'), ('D', 'a'))",b,444,597,0.888,0.597,1.4874371859296482
"(('B', 'a'), ('D', 'a'))",o,323,367,0.646,0.367,1.7602179836512262
"(('B', 'a'), ('D', 'c'))",b,455,583,0.91,0.583,1.560891938250429
"(('B', 'a'), ('D', 'c'))",c,334,424,0.668,0.424,1.5754716981132078
"(('B', 'a'), ('D', 'c'))",o,342,386,0.684,0.386,1.7720207253886011
"(('B', 'a'), ('E', 'c'))",o,349,394,0.698,0.394,1.7715736040609136
"(('B', 'a'), ('E', 'c'))",b,446,578,0.892,0.578,1.5432525951557095
"(('B', 'a'), ('E', 'c'))",c,348,397,0.696,0.397,1.7531486146095716
"(('B', 'a'), ('E', 'a'))",b,442,597,0.884,0.597,1.4807370184254607
"(('B', 'a'), ('E', 'a'))",c,329,408,0.658,0.408,1.612745098039216
"(('B', 'a'), ('E', 'a'))",o,335,380,0.67,0.38,1.7631578947368423
"(('B', 'c'), ('A', 'c'))",b,426,631,0.852,0.631,1.3502377179080824
"(('B', 'c'), ('A', 'c'))",o,345,388,0.69,0.388,1.7783505154639174
"(('B', 'c'), ('A', 'c'))",c,218,263,0.436,0.263,1.6577946768060836
"(('B', 'c'), ('B', 'c'))",b,445,524,0.89,0.524,1.698473282442748
"(('C', 'a'), ('A', 'a'))",b,451,581,0.902,0.581,1.5524956970740105
"(('C', 'a'), ('A', 'a'))",o,336,390,0.672,0.39,1.7230769230769232
"(('C', 'a'), ('A', 'a'))",c,242,252,0.484,0.252,1.9206349206349205
"(('C', 'a'), ('B', 'a'))",b,444,591,0.888,0.591,1.50253807106599
"(('C', 'a'), ('B', 'a'))",c,239,271,0.478,0.271,1.7638376383763836
"(('C', 'a'), ('B', 'a'))",o,352,363,0.704,0.363,1.9393939393939394
"(('C', 'a'), ('C', 'c'))",b,470,853,0.94,0.853,1.1019929660023446
"(('C', 'a'), ('C', 'c'))",o,391,0,0.782,0,782.0
"(('C', 'a'), ('D', 'a'))",c,311,452,0.622,0.452,1.3761061946902655
"(('C', 'a'), ('D', 'a'))",b,452,555,0.904,0.555,1.6288288288288286
"(('C', 'a'), ('D', 'a'))",o,333,391,0.666,0.391,1.7033248081841432
"(('C', 'a'), ('D', 'c'))",b,449,593,0.898,0.593,1.5143338954468804
"(('C', 'a'), ('D', 'c'))",c,318,414,0.636,0.414,1.5362318840579712
"(('C', 'a'), ('D', 'c'))",o,336,374,0.672,0.374,1.7967914438502675
"(('C', 'a'), ('E', 'a'))",c,325,443,0.65,0.443,1.4672686230248306
"(('C', 'a'), ('E', 'a'))",b,435,608,0.87,0.608,1.430921052631579
"(('C', 'a'), ('E', 'a'))",o,326,383,0.652,0.383,1.7023498694516972
"(('C', 'a'), ('E', 'c'))",b,446,604,0.892,0.604,1.4768211920529801
"(('C', 'a'), ('E', 'c'))",c,322,417,0.644,0.417,1.5443645083932855
"(('C', 'a'), ('E', 'c'))",o,328,379,0.656,0.379,1.7308707124010554
"(('C', 'c'), ('A', 'c'))",b,444,584,0.888,0.584,1.5205479452054795
"(('C', 'c'), ('A', 'c'))",c,228,267,0.456,0.267,1.7078651685393258
"(('C', 'c'), ('A', 'c'))",o,342,400,0.684,0.4,1.71
"(('C', 'c'), ('A', 'a'))",b,452,566,0.904,0.566,1.5971731448763253
"(('C', 'c'), ('A', 'a'))",o,333,361,0.666,0.361,1.844875346260388
"(('C', 'c'), ('A', 'a'))",c,237,238,0.474,0.238,1.9915966386554622
"(('C', 'c'), ('B', 'c'))",c,236,246,0.472,0.246,1.91869918699187
"(('C', 'c'), ('B', 'c'))",b,442,597,0.884,0.597,1.4807370184254607
"(('C', 'c'), ('B', 'c'))",o,355,382,0.71,0.382,1.8586387434554972
"(('C', 'c'), ('B', 'a'))",b,449,582,0.898,0.582,1.5429553264604812
"(('C', 'c'), ('B', 'a'))",o,342,366,0.684,0.366,1.8688524590163935
"(('C', 'c'), ('B', 'a'))",c,233,274,0.466,0.274,1.7007299270072993
"(('C', 'c'), ('C', 'a'))",b,463,847,0.926,0.847,1.0932703659976388
"(('C', 'c'), ('C', 'a'))",o,395,0,0.79,0,790.0
"(('C', 'c'), ('C', 'c'))",b,448,491,0.896,0.491,1.824847250509165
"(('C', 'c'), ('D', 'a'))",c,319,441,0.638,0.441,1.4467120181405897
"(('C', 'c'), ('D', 'a'))",b,447,579,0.894,0.579,1.5440414507772022
"(('C', 'c'), ('D', 'a'))",o,341,372,0.682,0.372,1.8333333333333335
"(('C', 'c'), ('D', 'c'))",o,338,379,0.676,0.379,1.7836411609498681
"(('C', 'c'), ('D', 'c'))",c,319,424,0.638,0.424,1.5047169811320755
"(('C', 'c'), ('D', 'c'))",b,448,569,0.896,0.569,1.5746924428822497
"(('C', 'c'), ('E', 'c'))",o,353,372,0.706,0.372,1.8978494623655913
"(('C', 'c'), ('E', 'c'))",c,331,407,0.662,0.407,1.6265356265356268
"(('C', 'c'), ('E', 'c'))",b,444,566,0.888,0.566,1.5689045936395762
"(('C', 'c'), ('E', 'a'))",b,437,592,0.874,0.592,1.4763513513513513
"(('C', 'c'), ('E', 'a'))",o,340,370,0.68,0.37,1.837837837837838
"(('C', 'c'), ('E', 'a'))",c,330,414,0.66,0.414,1.5942028985507248
"(('C', 'a'), ('A', 'c'))",o,320,379,0.64,0.379,1.6886543535620053
"(('C', 'a'), ('A', 'c'))",b,443,641,0.886,0.641,1.3822152886115444
"(('C', 'a'), ('A', 'c'))",c,242,272,0.484,0.272,1.7794117647058822
"(('C', 'a'), ('B', 'c'))",b,443,577,0.886,0.577,1.5355285961871752
"(('C', 'a'), ('B', 'c'))",c,238,255,0.476,0.255,1.8666666666666665
"(('C', 'a'), ('B', 'c'))",o,317,382,0.634,0.382,1.6596858638743455
"(('C', 'a'), ('C', 'a'))",b,445,518,0.89,0.518,1.718146718146718
"(('D', 'a'), ('A', 'a'))",b,440,597,0.88,0.597,1.4740368509212731
"(('D', 'a'), ('A', 'a'))",o,346,383,0.692,0.383,1.8067885117493472
"(('D', 'a'), ('A', 'a'))",c,223,243,0.446,0.243,1.8353909465020577
"(('D', 'a'), ('B', 'a'))",b,443,597,0.886,0.597,1.4840871021775546
"(('D', 'a'), ('B', 'a'))",o,337,372,0.674,0.372,1.8118279569892475
"(('D', 'a'), ('B', 'a'))",c,213,243,0.426,0.243,1.7530864197530864
"(('D', 'a'), ('C', 'c'))",b,451,593,0.902,0.593,1.5210792580101182
"(('D', 'a'), ('C', 'c'))",o,338,363,0.676,0.363,1.8622589531680442
"(('D', 'a'), ('C', 'c'))",c,210,250,0.42,0.25,1.68
"(('D', 'a'), ('D', 'c'))",b,454,855,0.908,0.855,1.0619883040935674
"(('D', 'a'), ('D', 'c'))",o,422,0,0.844,0,844.0
"(('D', 'a'), ('D', 'a'))",b,451,503,0.902,0.503,1.7932405566600398
"(('D', 'a'), ('E', 'a'))",c,322,425,0.644,0.425,1.515294117647059
"(('D', 'a'), ('E', 'a'))",b,448,620,0.896,0.62,1.4451612903225808
"(('D', 'a'), ('E', 'a'))",o,326,387,0.652,0.387,1.6847545219638242
"(('D', 'a'), ('E', 'c'))",b,438,583,0.876,0.583,1.5025728987993139
"(('D', 'a'), ('E', 'c'))",c,310,420,0.62,0.42,1.4761904761904763
"(('D', 'a'), ('E', 'c'))",o,363,382,0.726,0.382,1.900523560209424
"(('D', 'c'), ('A', 'a'))",o,344,404,0.688,0.404,1.7029702970297027
"(('D', 'c'), ('A', 'a'))",c,239,237,0.478,0.237,2.0168776371308015
"(('D', 'c'), ('A', 'a'))",b,444,543,0.888,0.543,1.6353591160220993
"(('D', 'c'), ('B', 'a'))",o,357,348,0.714,0.348,2.0517241379310347
"(('D', 'c'), ('B', 'a'))",c,242,240,0.484,0.24,2.0166666666666666
"(('D', 'c'), ('B', 'a'))",b,444,577,0.888,0.577,1.538994800693241
"(('D', 'c'), ('B', 'c'))",b,438,568,0.876,0.568,1.5422535211267607
"(('D', 'c'), ('B', 'c'))",c,259,242,0.518,0.242,2.1404958677685952
"(('D', 'c'), ('B', 'c'))",o,360,375,0.72,0.375,1.92
"(('D', 'c'), ('C', 'c'))",o,345,386,0.69,0.386,1.7875647668393781
"(('D', 'c'), ('C', 'c'))",c,264,234,0.528,0.234,2.2564102564102564
"(('D', 'c'), ('C', 'c'))",b,438,567,0.876,0.567,1.544973544973545
"(('D', 'c'), ('D', 'a'))",b,460,843,0.92,0.843,1.0913404507710558
"(('D', 'c'), ('D', 'a'))",o,425,0,0.85,0,850.0
"(('D', 'c'), ('D', 'c'))",b,454,489,0.908,0.489,1.8568507157464214
"(('D', 'c'), ('E', 'c'))",o,338,356,0.676,0.356,1.8988764044943822
"(('D', 'c'), ('E', 'c'))",b,442,569,0.884,0.569,1.553602811950791
"(('D', 'c'), ('E', 'c'))",c,358,404,0.716,0.404,1.772277227722772
"(('D', 'a'), ('A', 'c'))",b,448,608,0.896,0.608,1.473684210526316
"(('D', 'a'), ('A', 'c'))",o,345,393,0.69,0.393,1.7557251908396945
"(('D', 'a'), ('A', 'c'))",c,227,266,0.454,0.266,1.7067669172932332
"(('D', 'a'), ('B', 'c'))",b,437,592,0.874,0.592,1.4763513513513513
"(('D', 'a'), ('B', 'c'))",o,336,384,0.672,0.384,1.75
"(('D', 'a'), ('B', 'c'))",c,216,253,0.432,0.253,1.7075098814229248
"(('D', 'a'), ('C', 'a'))",b,443,588,0.886,0.588,1.5068027210884354
"(('D', 'a'), ('C', 'a'))",o,348,383,0.696,0.383,1.817232375979112
"(('D', 'a'), ('C', 'a'))",c,228,262,0.456,0.262,1.7404580152671756
"(('D', 'c'), ('A', 'c'))",c,254,239,0.508,0.239,2.1255230125523012
"(('D', 'c'), ('A', 'c'))",o,345,378,0.69,0.378,1.8253968253968254
"(('D', 'c'), ('A', 'c'))",b,436,610,0.872,0.61,1.4295081967213115
"(('D', 'c'), ('C', 'a'))",c,252,225,0.504,0.225,2.2399999999999998
"(('D', 'c'), ('C', 'a'))",o,332,379,0.664,0.379,1.7519788918205805
"(('D', 'c'), ('C', 'a'))",b,442,572,0.884,0.572,1.5454545454545456
"(('D', 'c'), ('E', 'a'))",o,329,371,0.658,0.371,1.7735849056603774
"(('D', 'c'), ('E', 'a'))",b,443,601,0.886,0.601,1.4742096505823628
"(('D', 'c'), ('E', 'a'))",c,340,414,0.68,0.414,1.6425120772946862
"(('E', 'a'), ('A', 'a'))",b,439,589,0.878,0.589,1.4906621392190154
"(('E', 'a'), ('A', 'a'))",c,241,246,0.482,0.246,1.9593495934959348
"(('E', 'a'), ('A', 'a'))",o,348,390,0.696,0.39,1.7846153846153845
"(('E', 'a'), ('B', 'a'))",b,435,612,0.87,0.612,1.4215686274509804
"(('E', 'a'), ('B', 'a'))",c,219,274,0.438,0.274,1.5985401459854014
"(('E', 'a'), ('B', 'a'))",o,349,375,0.698,0.375,1.8613333333333333
"(('E', 'a'), ('C', 'c'))",b,441,595,0.882,0.595,1.4823529411764707
"(('E', 'a'), ('C', 'c'))",c,217,250,0.434,0.25,1.736
"(('E', 'a'), ('C', 'c'))",o,345,375,0.69,0.375,1.8399999999999999
"(('E', 'a'), ('D', 'c'))",b,442,576,0.884,0.576,1.5347222222222223
"(('E', 'a'), ('D', 'c'))",c,221,266,0.442,0.266,1.6616541353383458
"(('E', 'a'), ('D', 'c'))",o,359,377,0.718,0.377,1.9045092838196285
"(('E', 'a'), ('D', 'a'))",b,449,612,0.898,0.612,1.4673202614379086
"(('E', 'a'), ('D', 'a'))",c,231,236,0.462,0.236,1.957627118644068
"(('E', 'a'), ('D', 'a'))",o,319,414,0.638,0.414,1.5410628019323673
"(('E', 'a'), ('E', 'c'))",b,454,846,0.908,0.846,1.0732860520094563
"(('E', 'a'), ('E', 'c'))",o,416,0,0.832,0,832.0
"(('E', 'a'), ('E', 'c'))",c,30,0,0.06,0,60.0
"(('E', 'c'), ('A', 'c'))",o,347,387,0.694,0.387,1.79328165374677
"(('E', 'c'), ('A', 'c'))",b,436,610,0.872,0.61,1.4295081967213115
"(('E', 'c'), ('A', 'c'))",c,239,239,0.478,0.239,2.0
"(('E', 'c'), ('A', 'a'))",b,443,564,0.886,0.564,1.570921985815603
"(('E', 'c'), ('A', 'a'))",o,331,382,0.662,0.382,1.7329842931937174
"(('E', 'c'), ('A', 'a'))",c,246,226,0.492,0.226,2.1769911504424777
"(('E', 'c'), ('B', 'c'))",c,246,234,0.492,0.234,2.102564102564102
"(('E', 'c'), ('B', 'c'))",b,444,594,0.888,0.594,1.494949494949495
"(('E', 'c'), ('B', 'c'))",o,344,377,0.688,0.377,1.8249336870026525
"(('E', 'c'), ('B', 'a'))",c,246,249,0.492,0.249,1.9759036144578312
"(('E', 'c'), ('B', 'a'))",b,447,591,0.894,0.591,1.5126903553299493
"(('E', 'c'), ('B', 'a'))",o,339,380,0.678,0.38,1.7842105263157895
"(('E', 'c'), ('C', 'a'))",c,249,220,0.498,0.22,2.2636363636363637
"(('E', 'c'), ('C', 'a'))",b,436,580,0.872,0.58,1.503448275862069
"(('E', 'c'), ('C', 'a'))",o,347,401,0.694,0.401,1.730673316708229
"(('E', 'c'), ('C', 'c'))",b,437,556,0.874,0.556,1.5719424460431652
"(('E', 'c'), ('C', 'c'))",o,340,386,0.68,0.386,1.761658031088083
"(('E', 'c'), ('C', 'c'))",c,238,240,0.476,0.24,1.9833333333333334
"(('E', 'c'), ('D', 'a'))",c,240,234,0.48,0.234,2.051282051282051
"(('E', 'c'), ('D', 'a'))",b,441,579,0.882,0.579,1.5233160621761659
"(('E', 'c'), ('D', 'a'))",o,339,384,0.678,0.384,1.765625
"(('E', 'c'), ('D', 'c'))",o,345,377,0.69,0.377,1.8302387267904507
"(('E', 'c'), ('D', 'c'))",b,444,562,0.888,0.562,1.580071174377224
"(('E', 'c'), ('D', 'c'))",c,240,223,0.48,0.223,2.1524663677130045
"(('E', 'c'), ('E', 'a'))",b,457,849,0.914,0.849,1.076560659599529
"(('E', 'c'), ('E', 'a'))",o,416,0,0.832,0,832.0
"(('E', 'a'), ('A', 'c'))",c,231,252,0.462,0.252,1.8333333333333335
"(('E', 'a'), ('A', 'c'))",b,442,624,0.884,0.624,1.4166666666666667
"(('E', 'a'), ('A', 'c'))",o,339,374,0.678,0.374,1.8128342245989306
"(('E', 'a'), ('B', 'c'))",b,442,605,0.884,0.605,1.4611570247933885
"(('E', 'a'), ('B', 'c'))",o,327,390,0.654,0.39,1.676923076923077
"(('E', 'a'), ('B', 'c'))",c,230,216,0.46,0.216,2.1296296296296298
"(('E', 'a'), ('C', 'a'))",c,237,253,0.474,0.253,1.8735177865612647
"(('E', 'a'), ('C', 'a'))",b,447,610,0.894,0.61,1.4655737704918033
"(('E', 'a'), ('C', 'a'))",o,333,387,0.666,0.387,1.7209302325581395
"(('E', 'c'), ('E', 'c'))",b,457,519,0.914,0.519,1.7610789980732178
"(('E', 'a'), ('E', 'a'))",b,440,556,0.88,0.556,1.5827338129496402
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",bbb,145,89,0.29,0.089,3.258426966292135
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",bbo,162,155,0.324,0.155,2.0903225806451613
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",bbc,165,219,0.33,0.219,1.5068493150684932
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",obb,139,0,0.278,0,278.0
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",obo,104,0,0.208,0,208.0
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",ooo,43,0,0.086,0,85.99999999999999
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",obc,93,0,0.186,0,186.0
"(('A', 'c'), ('A', 'a'), ('E', 'a'))",ooc,59,0,0.118,0,117.99999999999999
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",bbo,164,131,0.328,0.131,2.50381679389313
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",bbb,130,73,0.26,0.073,3.561643835616439
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",bbc,156,211,0.312,0.211,1.4786729857819905
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",ooo,53,0,0.106,0,106.0
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",obo,100,0,0.2,0,200.0
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",obb,155,0,0.31,0,310.0
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",obc,101,0,0.202,0,202.0
"(('A', 'c'), ('A', 'a'), ('E', 'c'))",ooc,51,0,0.102,0,101.99999999999999
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",bbc,162,196,0.324,0.196,1.653061224489796
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",bbb,140,69,0.28,0.069,4.057971014492754
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",bbo,167,144,0.334,0.144,2.3194444444444446
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",obc,96,0,0.192,0,192.0
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",ooc,58,0,0.116,0,116.0
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",obb,139,0,0.278,0,278.0
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",obo,99,0,0.198,0,198.0
"(('A', 'c'), ('A', 'a'), ('C', 'c'))",ooo,59,0,0.118,0,117.99999999999999
"(('A', 'c'), ('A', 'a'), ('A', 'c'))",bbb,237,218,0.474,0.218,2.1743119266055047
"(('A', 'c'), ('A', 'a'), ('A', 'c'))",bbo,206,0,0.412,0,411.99999999999994
"(('A', 'c'), ('A', 'a'), ('A', 'c'))",obb,203,0,0.406,0,406.0
"(('A', 'c'), ('A', 'a'), ('A', 'c'))",obo,196,0,0.392,0,392.0
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",bbo,170,152,0.34,0.152,2.236842105263158
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",bbb,145,61,0.29,0.061,4.754098360655737
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",bbc,170,187,0.34,0.187,1.8181818181818183
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",ooo,51,0,0.102,0,101.99999999999999
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",obo,99,0,0.198,0,198.0
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",obb,132,0,0.264,0,264.0
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",obc,108,0,0.216,0,216.0
"(('A', 'c'), ('A', 'a'), ('D', 'c'))",ooc,60,0,0.12,0,120.0
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",bbb,149,74,0.298,0.074,4.027027027027027
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",bbo,177,141,0.354,0.141,2.5106382978723407
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",bbc,160,207,0.32,0.207,1.5458937198067635
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",obb,145,0,0.29,0,290.0
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",obo,74,0,0.148,0,148.0
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",ooo,50,0,0.1,0,100.0
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",ooc,56,0,0.112,0,112.0
"(('A', 'c'), ('A', 'a'), ('C', 'a'))",obc,101,0,0.202,0,202.0
"(('A', 'c'), ('A', 'a'), ('B', 'c'))",bbc,180,209,0.36,0.209,1.722488038277512
"(('A', 'c'), ('A', 'a'), ('B', 'c'))",bbb,144,70,0.288,0.07,4.114285714285714
"(('A', 'c'), ('A', 'a'), ('B', 'c'))",bbo,173,153,0.346,0.153,2.261437908496732
"(('A', 'c'), ('A', 'a'), ('B', 'c'))",ooc,54,0,0.108,0,108.0
"(('A', 'c'), ('A', 'a'), ('B', 'c'))",obc,99,0,0.198,0,198.0
