events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('B', 'c'), ('B', 'a'))",b,458,917,0.916,0.917,0.9989094874591058
"(('B', 'c'), ('B', 'a'))",o,211,459,0.422,0.459,0.9193899782135075
"(('B', 'c'), ('C', 'a'))",o,289,570,0.578,0.57,1.0140350877192983
"(('B', 'c'), ('C', 'a'))",b,411,810,0.822,0.81,1.0148148148148146
"(('B', 'c'), ('C', 'a'))",c,243,465,0.486,0.465,1.0451612903225806
"(('B', 'c'), ('D', 'c'))",b,409,820,0.818,0.82,0.9975609756097561
"(('B', 'c'), ('D', 'c'))",o,270,577,0.54,0.577,0.9358752166377817
"(('B', 'c'), ('D', 'c'))",c,240,481,0.48,0.481,0.9979209979209979
"(('B', 'c'), ('E', 'a'))",b,411,797,0.822,0.797,1.0313676286072773
"(('B', 'c'), ('E', 'a'))",c,243,490,0.486,0.49,0.9918367346938776
"(('B', 'c'), ('E', 'a'))",o,275,571,0.55,0.571,0.9632224168126096
"(('B', 'a'), ('A', 'a'))",c,152,352,0.304,0.352,0.8636363636363636
"(('B', 'a'), ('A', 'a'))",b,406,798,0.812,0.798,1.0175438596491229
"(('B', 'a'), ('A', 'a'))",o,292,583,0.584,0.583,1.0017152658662092
"(('B', 'a'), ('A', 'c'))",b,393,816,0.786,0.816,0.9632352941176472
"(('B', 'a'), ('A', 'c'))",o,296,560,0.592,0.56,1.057142857142857
"(('B', 'a'), ('A', 'c'))",c,172,355,0.344,0.355,0.9690140845070422
"(('B', 'a'), ('E', 'a'))",c,265,492,0.53,0.492,1.0772357723577237
"(('B', 'a'), ('E', 'a'))",o,289,543,0.578,0.543,1.0644567219152854
"(('B', 'a'), ('E', 'a'))",b,409,808,0.818,0.808,1.0123762376237622
"(('B', 'c'), ('A', 'c'))",o,295,578,0.59,0.578,1.0207612456747406
"(('B', 'c'), ('A', 'c'))",c,177,346,0.354,0.346,1.023121387283237
"(('B', 'c'), ('A', 'c'))",b,397,813,0.794,0.813,0.9766297662976631
"(('B', 'c'), ('C', 'c'))",b,406,813,0.812,0.813,0.9987699876998771
"(('B', 'c'), ('C', 'c'))",o,266,553,0.532,0.553,0.9620253164556962
"(('B', 'c'), ('C', 'c'))",c,249,493,0.498,0.493,1.0101419878296145
"(('B', 'c'), ('D', 'a'))",b,406,814,0.812,0.814,0.9975429975429977
"(('B', 'c'), ('D', 'a'))",c,226,477,0.452,0.477,0.9475890985324948
"(('B', 'c'), ('D', 'a'))",o,260,576,0.52,0.576,0.9027777777777779
"(('B', 'c'), ('E', 'c'))",o,276,569,0.552,0.569,0.9701230228471004
"(('B', 'c'), ('E', 'c'))",c,232,470,0.464,0.47,0.9872340425531916
"(('B', 'c'), ('E', 'c'))",b,419,814,0.838,0.814,1.0294840294840295
"(('C', 'c'), ('B', 'c'))",b,411,818,0.822,0.818,1.0048899755501222
"(('C', 'c'), ('B', 'c'))",o,276,573,0.552,0.573,0.9633507853403143
"(('C', 'c'), ('B', 'c'))",c,175,361,0.35,0.361,0.9695290858725761
"(('C', 'c'), ('B', 'a'))",b,387,814,0.774,0.814,0.9508599508599509
"(('C', 'c'), ('B', 'a'))",c,166,342,0.332,0.342,0.9707602339181286
"(('C', 'c'), ('B', 'a'))",o,280,576,0.56,0.576,0.9722222222222224
"(('C', 'c'), ('C', 'a'))",b,457,926,0.914,0.926,0.9870410367170627
"(('C', 'c'), ('C', 'a'))",o,236,474,0.472,0.474,0.9957805907172996
"(('C', 'c'), ('D', 'a'))",o,282,554,0.564,0.554,1.0180505415162453
"(('C', 'c'), ('D', 'a'))",c,233,487,0.466,0.487,0.9568788501026695
"(('C', 'c'), ('D', 'a'))",b,399,829,0.798,0.829,0.9626055488540411
"(('C', 'c'), ('D', 'c'))",b,393,816,0.786,0.816,0.9632352941176472
"(('C', 'c'), ('D', 'c'))",c,219,468,0.438,0.468,0.9358974358974358
"(('C', 'c'), ('D', 'c'))",o,271,580,0.542,0.58,0.9344827586206897
"(('C', 'c'), ('E', 'c'))",o,290,579,0.58,0.579,1.001727115716753
"(('C', 'c'), ('E', 'c'))",b,406,825,0.812,0.825,0.9842424242424244
"(('C', 'c'), ('E', 'c'))",c,235,498,0.47,0.498,0.9437751004016064
"(('C', 'a'), ('A', 'a'))",c,169,355,0.338,0.355,0.9521126760563381
"(('C', 'a'), ('A', 'a'))",b,403,824,0.806,0.824,0.9781553398058254
"(('C', 'a'), ('A', 'a'))",o,308,568,0.616,0.568,1.0845070422535212
"(('C', 'a'), ('A', 'c'))",b,395,823,0.79,0.823,0.9599027946537061
"(('C', 'a'), ('A', 'c'))",o,292,569,0.584,0.569,1.0263620386643233
"(('C', 'a'), ('A', 'c'))",c,168,319,0.336,0.319,1.0532915360501567
"(('C', 'a'), ('B', 'a'))",c,170,352,0.34,0.352,0.965909090909091
"(('C', 'a'), ('B', 'a'))",b,398,813,0.796,0.813,0.979089790897909
"(('C', 'a'), ('B', 'a'))",o,300,567,0.6,0.567,1.0582010582010584
"(('C', 'a'), ('B', 'c'))",o,280,604,0.56,0.604,0.9271523178807948
"(('C', 'a'), ('B', 'c'))",b,412,818,0.824,0.818,1.0073349633251834
"(('C', 'a'), ('B', 'c'))",c,164,347,0.328,0.347,0.9452449567723344
"(('C', 'a'), ('C', 'c'))",b,457,926,0.914,0.926,0.9870410367170627
"(('C', 'a'), ('C', 'c'))",o,234,458,0.468,0.458,1.0218340611353711
"(('C', 'a'), ('C', 'a'))",b,388,790,0.776,0.79,0.9822784810126582
"(('C', 'a'), ('D', 'c'))",c,243,495,0.486,0.495,0.9818181818181818
"(('C', 'a'), ('D', 'c'))",b,396,812,0.792,0.812,0.9753694581280788
"(('C', 'a'), ('D', 'c'))",o,282,580,0.564,0.58,0.9724137931034482
"(('C', 'a'), ('D', 'a'))",o,288,573,0.576,0.573,1.0052356020942408
"(('C', 'a'), ('D', 'a'))",b,405,811,0.81,0.811,0.998766954377312
"(('C', 'a'), ('D', 'a'))",c,235,462,0.47,0.462,1.0173160173160172
"(('C', 'a'), ('E', 'a'))",c,251,465,0.502,0.465,1.0795698924731183
"(('C', 'a'), ('E', 'a'))",b,405,824,0.81,0.824,0.9830097087378642
"(('C', 'a'), ('E', 'a'))",o,288,545,0.576,0.545,1.056880733944954
"(('C', 'a'), ('E', 'c'))",c,255,477,0.51,0.477,1.069182389937107
"(('C', 'a'), ('E', 'c'))",b,420,813,0.84,0.813,1.033210332103321
"(('C', 'a'), ('E', 'c'))",o,281,585,0.562,0.585,0.9606837606837608
"(('D', 'a'), ('B', 'c'))",c,205,355,0.41,0.355,1.1549295774647887
"(('D', 'a'), ('B', 'c'))",b,400,819,0.8,0.819,0.9768009768009769
"(('D', 'a'), ('B', 'c'))",o,288,548,0.576,0.548,1.0510948905109487
"(('D', 'a'), ('B', 'a'))",b,387,804,0.774,0.804,0.9626865671641791
"(('D', 'a'), ('B', 'a'))",o,286,569,0.572,0.569,1.0052724077328647
"(('D', 'a'), ('B', 'a'))",c,174,331,0.348,0.331,1.051359516616314
"(('D', 'a'), ('C', 'a'))",o,279,580,0.558,0.58,0.9620689655172415
"(('D', 'a'), ('C', 'a'))",b,397,806,0.794,0.806,0.9851116625310173
"(('D', 'a'), ('C', 'a'))",c,195,347,0.39,0.347,1.1239193083573489
"(('D', 'a'), ('D', 'c'))",b,459,929,0.918,0.929,0.9881593110871906
"(('D', 'a'), ('D', 'c'))",o,220,454,0.44,0.454,0.9691629955947136
"(('D', 'a'), ('E', 'c'))",o,289,571,0.578,0.571,1.0122591943957968
"(('D', 'a'), ('E', 'c'))",b,397,827,0.794,0.827,0.9600967351874246
"(('D', 'a'), ('E', 'c'))",c,240,473,0.48,0.473,1.014799154334038
"(('D', 'a'), ('E', 'a'))",b,393,809,0.786,0.809,0.9715698393077874
"(('D', 'a'), ('E', 'a'))",c,264,478,0.528,0.478,1.104602510460251
"(('D', 'a'), ('E', 'a'))",o,288,567,0.576,0.567,1.0158730158730158
"(('D', 'c'), ('A', 'a'))",b,418,823,0.836,0.823,1.0157958687727826
"(('D', 'c'), ('A', 'a'))",o,286,558,0.572,0.558,1.025089605734767
"(('D', 'c'), ('A', 'a'))",c,174,370,0.348,0.37,0.9405405405405405
"(('D', 'c'), ('B', 'a'))",o,286,564,0.572,0.564,1.0141843971631206
"(('D', 'c'), ('B', 'a'))",b,398,812,0.796,0.812,0.9802955665024631
"(('D', 'c'), ('B', 'a'))",c,158,355,0.316,0.355,0.8901408450704226
"(('D', 'c'), ('D', 'a'))",b,455,933,0.91,0.933,0.9753483386923901
"(('D', 'c'), ('D', 'a'))",o,218,469,0.436,0.469,0.929637526652452
"(('D', 'c'), ('E', 'a'))",b,403,822,0.806,0.822,0.9805352798053529
"(('D', 'c'), ('E', 'a'))",c,232,495,0.464,0.495,0.9373737373737374
"(('D', 'c'), ('E', 'a'))",o,280,574,0.56,0.574,0.9756097560975612
"(('D', 'c'), ('E', 'c'))",b,410,794,0.82,0.794,1.0327455919395465
"(('D', 'c'), ('E', 'c'))",o,274,573,0.548,0.573,0.9563699825479932
"(('D', 'c'), ('E', 'c'))",c,250,497,0.5,0.497,1.0060362173038229
"(('D', 'a'), ('A', 'c'))",o,287,558,0.574,0.558,1.0286738351254479
"(('D', 'a'), ('A', 'c'))",b,384,826,0.768,0.826,0.9297820823244553
"(('D', 'a'), ('A', 'c'))",c,184,328,0.368,0.328,1.121951219512195
"(('D', 'a'), ('C', 'c'))",b,404,820,0.808,0.82,0.9853658536585367
"(('D', 'a'), ('C', 'c'))",o,270,584,0.54,0.584,0.9246575342465755
"(('D', 'a'), ('C', 'c'))",c,194,337,0.388,0.337,1.1513353115727003
"(('D', 'a'), ('D', 'a'))",b,392,779,0.784,0.779,1.006418485237484
"(('E', 'c'), ('A', 'a'))",b,419,810,0.838,0.81,1.0345679012345679
"(('E', 'c'), ('A', 'a'))",o,289,596,0.578,0.596,0.9697986577181208
"(('E', 'c'), ('A', 'a'))",c,164,333,0.328,0.333,0.984984984984985
"(('E', 'c'), ('B', 'c'))",c,176,360,0.352,0.36,0.9777777777777777
"(('E', 'c'), ('B', 'c'))",b,405,817,0.81,0.817,0.9914320685434518
"(('E', 'c'), ('B', 'c'))",o,279,563,0.558,0.563,0.991119005328597
"(('E', 'c'), ('B', 'a'))",o,295,552,0.59,0.552,1.0688405797101448
"(('E', 'c'), ('B', 'a'))",c,166,355,0.332,0.355,0.9352112676056339
"(('E', 'c'), ('B', 'a'))",b,401,801,0.802,0.801,1.0012484394506866
"(('E', 'c'), ('C', 'a'))",o,294,567,0.588,0.567,1.037037037037037
"(('E', 'c'), ('C', 'a'))",c,167,333,0.334,0.333,1.003003003003003
"(('E', 'c'), ('C', 'a'))",b,408,807,0.816,0.807,1.0111524163568772
"(('E', 'c'), ('D', 'c'))",c,173,340,0.346,0.34,1.0176470588235293
"(('E', 'c'), ('D', 'c'))",b,408,820,0.816,0.82,0.9951219512195122
"(('E', 'c'), ('D', 'c'))",o,283,571,0.566,0.571,0.9912434325744308
"(('E', 'c'), ('D', 'a'))",b,395,796,0.79,0.796,0.992462311557789
"(('E', 'c'), ('D', 'a'))",c,162,363,0.324,0.363,0.8925619834710744
"(('E', 'c'), ('D', 'a'))",o,282,577,0.564,0.577,0.9774696707105719
"(('E', 'c'), ('E', 'a'))",b,465,934,0.93,0.934,0.9957173447537473
"(('E', 'c'), ('E', 'a'))",o,221,456,0.442,0.456,0.9692982456140351
"(('E', 'c'), ('E', 'c'))",b,384,765,0.768,0.765,1.003921568627451
"(('E', 'a'), ('A', 'a'))",b,415,806,0.83,0.806,1.029776674937965
"(('E', 'a'), ('A', 'a'))",o,278,573,0.556,0.573,0.9703315881326354
"(('E', 'a'), ('A', 'a'))",c,187,364,0.374,0.364,1.0274725274725276
"(('E', 'a'), ('D', 'a'))",b,407,815,0.814,0.815,0.9987730061349693
"(('E', 'a'), ('D', 'a'))",o,289,573,0.578,0.573,1.0087260034904013
"(('E', 'a'), ('D', 'a'))",c,173,356,0.346,0.356,0.9719101123595505
"(('E', 'a'), ('E', 'c'))",b,461,929,0.922,0.929,0.9924650161463939
"(('E', 'a'), ('E', 'c'))",o,249,437,0.498,0.437,1.139588100686499
"(('E', 'a'), ('E', 'a'))",b,390,786,0.78,0.786,0.9923664122137404
"(('E', 'c'), ('A', 'c'))",b,422,809,0.844,0.809,1.0432632880098887
"(('E', 'c'), ('A', 'c'))",o,271,567,0.542,0.567,0.9559082892416227
"(('E', 'c'), ('A', 'c'))",c,173,339,0.346,0.339,1.0206489675516224
"(('E', 'a'), ('A', 'c'))",b,405,806,0.81,0.806,1.0049627791563276
"(('E', 'a'), ('A', 'c'))",o,289,576,0.578,0.576,1.0034722222222223
"(('E', 'a'), ('A', 'c'))",c,171,334,0.342,0.334,1.0239520958083832
"(('E', 'a'), ('B', 'c'))",b,412,818,0.824,0.818,1.0073349633251834
"(('E', 'a'), ('B', 'c'))",o,290,563,0.58,0.563,1.030195381882771
"(('E', 'a'), ('B', 'c'))",c,175,347,0.35,0.347,1.0086455331412103
"(('E', 'a'), ('B', 'a'))",b,397,818,0.794,0.818,0.9706601466992666
"(('E', 'a'), ('B', 'a'))",o,275,574,0.55,0.574,0.9581881533101047
"(('E', 'a'), ('B', 'a'))",c,170,368,0.34,0.368,0.923913043478261
"(('E', 'a'), ('C', 'c'))",b,414,831,0.828,0.831,0.9963898916967509
"(('E', 'a'), ('C', 'c'))",o,292,553,0.584,0.553,1.0560578661844484
"(('E', 'a'), ('C', 'c'))",c,194,347,0.388,0.347,1.1181556195965419
"(('E', 'a'), ('C', 'a'))",b,398,826,0.796,0.826,0.963680387409201
"(('E', 'a'), ('C', 'a'))",o,298,578,0.596,0.578,1.0311418685121108
"(('E', 'a'), ('C', 'a'))",c,184,357,0.368,0.357,1.030812324929972
"(('E', 'c'), ('C', 'c'))",c,181,348,0.362,0.348,1.0402298850574714
"(('E', 'c'), ('C', 'c'))",o,291,574,0.582,0.574,1.0139372822299653
"(('E', 'c'), ('C', 'c'))",b,399,815,0.798,0.815,0.9791411042944786
"(('A', 'c'), ('A', 'a'))",b,467,927,0.934,0.927,1.0075512405609492
"(('A', 'c'), ('A', 'a'))",o,218,466,0.436,0.466,0.9356223175965664
"(('A', 'c'), ('A', 'c'))",b,378,764,0.756,0.764,0.9895287958115183
"(('A', 'c'), ('B', 'c'))",b,398,814,0.796,0.814,0.977886977886978
"(('A', 'c'), ('B', 'c'))",o,274,585,0.548,0.585,0.9367521367521369
"(('A', 'c'), ('B', 'c'))",c,233,463,0.466,0.463,1.0064794816414686
"(('A', 'c'), ('D', 'c'))",b,393,803,0.786,0.803,0.9788293897882939
"(('A', 'c'), ('D', 'c'))",c,240,477,0.48,0.477,1.0062893081761006
"(('A', 'c'), ('D', 'c'))",o,268,584,0.536,0.584,0.9178082191780823
"(('A', 'c'), ('E', 'a'))",b,398,820,0.796,0.82,0.9707317073170733
"(('A', 'c'), ('E', 'a'))",c,243,474,0.486,0.474,1.0253164556962024
"(('A', 'c'), ('E', 'a'))",o,281,618,0.562,0.618,0.9093851132686085
"(('B', 'c'), ('A', 'a'))",b,412,817,0.824,0.817,1.0085679314565483
"(('B', 'c'), ('A', 'a'))",o,276,574,0.552,0.574,0.961672473867596
"(('B', 'c'), ('A', 'a'))",c,180,352,0.36,0.352,1.0227272727272727
"(('B', 'c'), ('B', 'c'))",b,390,773,0.78,0.773,1.0090556274256144
"(('C', 'c'), ('A', 'a'))",o,279,587,0.558,0.587,0.9505962521294721
"(('C', 'c'), ('A', 'a'))",c,185,348,0.37,0.348,1.0632183908045978
"(('C', 'c'), ('A', 'a'))",b,413,824,0.826,0.824,1.0024271844660195
"(('C', 'c'), ('A', 'c'))",b,395,802,0.79,0.802,0.9850374064837905
"(('C', 'c'), ('A', 'c'))",c,189,354,0.378,0.354,1.0677966101694916
"(('C', 'c'), ('A', 'c'))",o,281,570,0.562,0.57,0.9859649122807019
"(('C', 'c'), ('C', 'c'))",b,394,754,0.788,0.754,1.0450928381962865
"(('C', 'c'), ('E', 'a'))",o,288,591,0.576,0.591,0.9746192893401014
"(('C', 'c'), ('E', 'a'))",c,228,495,0.456,0.495,0.9212121212121213
"(('C', 'c'), ('E', 'a'))",b,406,821,0.812,0.821,0.9890377588306944
"(('D', 'c'), ('A', 'c'))",o,267,587,0.534,0.587,0.9097103918228281
"(('D', 'c'), ('A', 'c'))",c,154,336,0.308,0.336,0.9166666666666666
"(('D', 'c'), ('A', 'c'))",b,394,812,0.788,0.812,0.9704433497536945
"(('D', 'c'), ('B', 'c'))",b,401,816,0.802,0.816,0.9828431372549021
"(('D', 'c'), ('B', 'c'))",o,263,585,0.526,0.585,0.8991452991452993
"(('D', 'c'), ('B', 'c'))",c,179,352,0.358,0.352,1.0170454545454546
"(('D', 'c'), ('C', 'a'))",o,280,578,0.56,0.578,0.9688581314878895
"(('D', 'c'), ('C', 'a'))",b,386,813,0.772,0.813,0.9495694956949571
"(('D', 'c'), ('C', 'a'))",c,167,361,0.334,0.361,0.925207756232687
"(('D', 'c'), ('C', 'c'))",b,408,812,0.816,0.812,1.0049261083743841
"(('D', 'c'), ('C', 'c'))",o,299,568,0.598,0.568,1.0528169014084507
"(('D', 'c'), ('C', 'c'))",c,172,354,0.344,0.354,0.9717514124293785
"(('D', 'c'), ('D', 'c'))",b,380,784,0.76,0.784,0.9693877551020408
"(('D', 'a'), ('A', 'a'))",b,406,809,0.812,0.809,1.003708281829419
"(('D', 'a'), ('A', 'a'))",o,278,583,0.556,0.583,0.9536878216123501
"(('D', 'a'), ('A', 'a'))",c,183,354,0.366,0.354,1.033898305084746
"(('E', 'a'), ('D', 'c'))",o,282,559,0.564,0.559,1.0089445438282645
"(('E', 'a'), ('D', 'c'))",b,391,802,0.782,0.802,0.9750623441396509
"(('E', 'a'), ('D', 'c'))",c,183,378,0.366,0.378,0.9682539682539683
"(('A', 'a'), ('A', 'a'))",b,397,784,0.794,0.784,1.0127551020408163
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",coo,54,91,0.108,0.091,1.1868131868131868
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",ccc,39,87,0.078,0.087,0.896551724137931
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",cbb,86,181,0.172,0.181,0.9502762430939226
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",bbo,104,179,0.208,0.179,1.1620111731843576
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",bbc,72,169,0.144,0.169,0.8520710059171597
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",bbb,54,92,0.108,0.092,1.173913043478261
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",obo,54,98,0.108,0.098,1.1020408163265305
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",ooo,29,66,0.058,0.066,0.8787878787878788
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",ooc,33,80,0.066,0.08,0.8250000000000001
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",obc,42,70,0.084,0.07,1.2
"(('A', 'a'), ('B', 'a'), ('E', 'c'))",obb,95,188,0.19,0.188,1.0106382978723405
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",ccc,46,88,0.092,0.088,1.0454545454545454
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",coo,44,85,0.088,0.085,1.0352941176470587
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",cbb,90,181,0.18,0.181,0.994475138121547
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",bbc,94,181,0.188,0.181,1.0386740331491713
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",bbo,101,176,0.202,0.176,1.147727272727273
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",bbb,49,95,0.098,0.095,1.0315789473684212
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",obc,50,85,0.1,0.085,1.1764705882352942
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",ooc,35,60,0.07,0.06,1.1666666666666667
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",obo,49,97,0.098,0.097,1.0103092783505154
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",ooo,33,59,0.066,0.059,1.1186440677966103
"(('A', 'a'), ('B', 'a'), ('E', 'a'))",obb,94,184,0.188,0.184,1.0217391304347827
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",cbb,82,179,0.164,0.179,0.9162011173184358
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",ccc,42,74,0.084,0.074,1.1351351351351353
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",coo,48,82,0.096,0.082,1.170731707317073
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",bbb,54,90,0.108,0.09,1.2
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",bbc,76,165,0.152,0.165,0.9212121212121211
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",bbo,91,173,0.182,0.173,1.0520231213872833
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",obb,77,167,0.154,0.167,0.9221556886227544
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",obc,45,88,0.09,0.088,1.0227272727272727
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",ooc,26,80,0.052,0.08,0.6499999999999999
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",ooo,34,59,0.068,0.059,1.152542372881356
"(('A', 'a'), ('B', 'a'), ('C', 'a'))",obo,61,106,0.122,0.106,1.150943396226415
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",cbb,122,252,0.244,0.252,0.9682539682539683
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",coo,46,73,0.092,0.073,1.2602739726027399
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",bbb,39,76,0.078,0.076,1.0263157894736843
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",bbo,104,206,0.208,0.206,1.0097087378640777
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",bbc,39,85,0.078,0.085,0.9176470588235294
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",obb,74,155,0.148,0.155,0.9548387096774194
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",obo,99,165,0.198,0.165,1.2
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",ooo,41,71,0.082,0.071,1.154929577464789
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",obc,79,148,0.158,0.148,1.0675675675675675
"(('A', 'a'), ('B', 'a'), ('A', 'c'))",ooc,32,74,0.064,0.074,0.8648648648648649
"(('A', 'a'), ('B', 'a'), ('D', 'c'))",cbb,89,192,0.178,0.192,0.9270833333333333
"(('A', 'a'), ('B', 'a'), ('D', 'c'))",coo,34,87,0.068,0.087,0.781609195402299
