events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('A', 'c'), ('C', 'c'))",b,428,586,0.856,0.586,1.4607508532423208
"(('A', 'c'), ('C', 'c'))",o,348,354,0.696,0.354,1.966101694915254
"(('A', 'c'), ('C', 'c'))",c,341,445,0.682,0.445,1.5325842696629215
"(('A', 'c'), ('D', 'c'))",b,431,592,0.862,0.592,1.4560810810810811
"(('A', 'c'), ('D', 'c'))",o,345,383,0.69,0.383,1.8015665796344646
"(('A', 'c'), ('D', 'c'))",c,321,422,0.642,0.422,1.5213270142180095
"(('A', 'c'), ('E', 'a'))",b,441,577,0.882,0.577,1.5285961871750435
"(('A', 'c'), ('E', 'a'))",o,322,369,0.644,0.369,1.745257452574526
"(('A', 'c'), ('E', 'a'))",c,329,420,0.658,0.42,1.5666666666666669
"(('A', 'c'), ('D', 'a'))",b,453,608,0.906,0.608,1.4901315789473686
"(('A', 'c'), ('D', 'a'))",c,314,441,0.628,0.441,1.4240362811791383
"(('A', 'c'), ('D', 'a'))",o,312,390,0.624,0.39,1.5999999999999999
"(('A', 'c'), ('E', 'c'))",o,361,369,0.722,0.369,1.956639566395664
"(('A', 'c'), ('E', 'c'))",b,437,597,0.874,0.597,1.4639865996649917
"(('A', 'c'), ('E', 'c'))",c,331,390,0.662,0.39,1.6974358974358974
"(('B', 'a'), ('A', 'c'))",b,438,613,0.876,0.613,1.429037520391517
"(('B', 'a'), ('A', 'c'))",c,233,235,0.466,0.235,1.9829787234042555
"(('B', 'a'), ('A', 'c'))",o,344,362,0.688,0.362,1.9005524861878451
"(('B', 'a'), ('A', 'a'))",b,430,609,0.86,0.609,1.4121510673234812
"(('B', 'a'), ('A', 'a'))",c,237,245,0.474,0.245,1.9346938775510203
"(('B', 'a'), ('A', 'a'))",o,360,386,0.72,0.386,1.8652849740932642
"(('B', 'a'), ('B', 'c'))",b,450,864,0.9,0.864,1.0416666666666667
"(('B', 'a'), ('B', 'c'))",o,425,0,0.85,0,850.0
"(('B', 'a'), ('B', 'a'))",b,455,545,0.91,0.545,1.6697247706422018
"(('B', 'a'), ('C', 'c'))",c,336,407,0.672,0.407,1.6511056511056512
"(('B', 'a'), ('C', 'c'))",b,449,601,0.898,0.601,1.4941763727121464
"(('B', 'a'), ('C', 'c'))",o,345,372,0.69,0.372,1.8548387096774193
"(('B', 'a'), ('C', 'a'))",b,446,594,0.892,0.594,1.5016835016835017
"(('B', 'a'), ('C', 'a'))",o,323,358,0.646,0.358,1.8044692737430168
"(('B', 'a'), ('C', 'a'))",c,337,401,0.674,0.401,1.6807980049875313
"(('B', 'a'), ('D', 'a'))",o,325,371,0.65,0.371,1.7520215633423182
"(('B', 'a'), ('D', 'a'))",b,444,631,0.888,0.631,1.4072900158478605
"(('B', 'a'), ('D', 'a'))",c,353,397,0.706,0.397,1.7783375314861458
"(('B', 'a'), ('D', 'c'))",b,436,599,0.872,0.599,1.4557595993322203
"(('B', 'a'), ('D', 'c'))",c,333,408,0.666,0.408,1.6323529411764708
"(('B', 'a'), ('D', 'c'))",o,355,407,0.71,0.407,1.7444717444717446
"(('B', 'a'), ('E', 'c'))",o,360,391,0.72,0.391,1.8414322250639386
"(('B', 'a'), ('E', 'c'))",c,333,394,0.666,0.394,1.6903553299492386
"(('B', 'a'), ('E', 'c'))",b,445,595,0.89,0.595,1.495798319327731
"(('B', 'a'), ('E', 'a'))",b,442,577,0.884,0.577,1.5320623916811094
"(('B', 'a'), ('E', 'a'))",o,348,389,0.696,0.389,1.7892030848329048
"(('B', 'a'), ('E', 'a'))",c,354,404,0.708,0.404,1.7524752475247523
"(('B', 'c'), ('A', 'a'))",b,440,607,0.88,0.607,1.4497528830313016
"(('B', 'c'), ('A', 'a'))",o,347,378,0.694,0.378,1.8359788359788358
"(('B', 'c'), ('A', 'a'))",c,223,269,0.446,0.269,1.657992565055762
"(('B', 'c'), ('A', 'c'))",b,432,603,0.864,0.603,1.4328358208955225
"(('B', 'c'), ('A', 'c'))",o,329,398,0.658,0.398,1.6532663316582914
"(('B', 'c'), ('A', 'c'))",c,210,247,0.42,0.247,1.7004048582995952
"(('B', 'c'), ('B', 'a'))",b,451,866,0.902,0.866,1.0415704387990763
"(('B', 'c'), ('B', 'a'))",o,430,0,0.86,0,860.0
"(('B', 'c'), ('B', 'c'))",b,437,528,0.874,0.528,1.6553030303030303
"(('B', 'c'), ('C', 'a'))",c,337,409,0.674,0.409,1.6479217603911982
"(('B', 'c'), ('C', 'a'))",b,451,610,0.902,0.61,1.478688524590164
"(('B', 'c'), ('C', 'a'))",o,323,393,0.646,0.393,1.643765903307888
"(('B', 'c'), ('C', 'c'))",b,440,589,0.88,0.589,1.4940577249575553
"(('B', 'c'), ('C', 'c'))",o,345,406,0.69,0.406,1.6995073891625614
"(('B', 'c'), ('C', 'c'))",c,319,419,0.638,0.419,1.522673031026253
"(('B', 'c'), ('D', 'c'))",b,442,608,0.884,0.608,1.4539473684210527
"(('B', 'c'), ('D', 'c'))",o,338,397,0.676,0.397,1.7027707808564232
"(('B', 'c'), ('D', 'c'))",c,326,407,0.652,0.407,1.6019656019656021
"(('B', 'c'), ('E', 'a'))",b,435,591,0.87,0.591,1.4720812182741116
"(('B', 'c'), ('E', 'a'))",o,332,400,0.664,0.4,1.66
"(('B', 'c'), ('E', 'a'))",c,328,421,0.656,0.421,1.5581947743467934
"(('B', 'c'), ('D', 'a'))",b,439,635,0.878,0.635,1.3826771653543306
"(('B', 'c'), ('D', 'a'))",c,329,444,0.658,0.444,1.481981981981982
"(('B', 'c'), ('D', 'a'))",o,335,407,0.67,0.407,1.6461916461916464
"(('B', 'c'), ('E', 'c'))",b,441,592,0.882,0.592,1.489864864864865
"(('B', 'c'), ('E', 'c'))",o,343,405,0.686,0.405,1.693827160493827
"(('B', 'c'), ('E', 'c'))",c,320,418,0.64,0.418,1.5311004784688995
"(('C', 'c'), ('A', 'c'))",b,443,574,0.886,0.574,1.5435540069686413
"(('C', 'c'), ('A', 'c'))",o,349,363,0.698,0.363,1.9228650137741046
"(('C', 'c'), ('A', 'c'))",c,233,235,0.466,0.235,1.9829787234042555
"(('C', 'c'), ('A', 'a'))",b,444,581,0.888,0.581,1.5283993115318417
"(('C', 'c'), ('A', 'a'))",o,359,364,0.718,0.364,1.9725274725274724
"(('C', 'c'), ('A', 'a'))",c,225,250,0.45,0.25,1.8
"(('C', 'c'), ('B', 'c'))",b,456,600,0.912,0.6,1.52
"(('C', 'c'), ('B', 'c'))",o,344,380,0.688,0.38,1.8105263157894735
"(('C', 'c'), ('B', 'c'))",c,230,223,0.46,0.223,2.062780269058296
"(('C', 'c'), ('B', 'a'))",b,456,559,0.912,0.559,1.6314847942754918
"(('C', 'c'), ('B', 'a'))",o,350,362,0.7,0.362,1.9337016574585635
"(('C', 'c'), ('B', 'a'))",c,240,282,0.48,0.282,1.702127659574468
"(('C', 'c'), ('C', 'a'))",b,481,829,0.962,0.829,1.1604342581423401
"(('C', 'c'), ('C', 'a'))",o,371,0,0.742,0,742.0
"(('C', 'c'), ('C', 'c'))",b,463,505,0.926,0.505,1.8336633663366337
"(('C', 'c'), ('D', 'a'))",o,331,386,0.662,0.386,1.7150259067357514
"(('C', 'c'), ('D', 'a'))",b,451,600,0.902,0.6,1.5033333333333334
"(('C', 'c'), ('D', 'a'))",c,349,430,0.698,0.43,1.6232558139534883
"(('C', 'c'), ('D', 'c'))",b,459,581,0.918,0.581,1.5800344234079176
"(('C', 'c'), ('D', 'c'))",c,313,432,0.626,0.432,1.4490740740740742
"(('C', 'c'), ('D', 'c'))",o,349,364,0.698,0.364,1.9175824175824174
"(('C', 'c'), ('E', 'c'))",o,350,352,0.7,0.352,1.9886363636363635
"(('C', 'c'), ('E', 'c'))",b,453,576,0.906,0.576,1.5729166666666667
"(('C', 'c'), ('E', 'c'))",c,332,400,0.664,0.4,1.66
"(('C', 'c'), ('E', 'a'))",b,457,550,0.914,0.55,1.6618181818181816
"(('C', 'c'), ('E', 'a'))",o,340,388,0.68,0.388,1.7525773195876289
"(('C', 'c'), ('E', 'a'))",c,343,432,0.686,0.432,1.587962962962963
"(('C', 'a'), ('A', 'a'))",b,432,601,0.864,0.601,1.437603993344426
"(('C', 'a'), ('A', 'a'))",o,339,376,0.678,0.376,1.8031914893617023
"(('C', 'a'), ('A', 'a'))",c,211,268,0.422,0.268,1.5746268656716416
"(('C', 'a'), ('A', 'c'))",b,445,586,0.89,0.586,1.5187713310580206
"(('C', 'a'), ('A', 'c'))",c,198,269,0.396,0.269,1.4721189591078068
"(('C', 'a'), ('A', 'c'))",o,345,376,0.69,0.376,1.8351063829787233
"(('C', 'a'), ('B', 'a'))",b,458,590,0.916,0.59,1.552542372881356
"(('C', 'a'), ('B', 'a'))",o,357,370,0.714,0.37,1.9297297297297296
"(('C', 'a'), ('B', 'a'))",c,197,267,0.394,0.267,1.4756554307116105
"(('C', 'a'), ('B', 'c'))",b,452,614,0.904,0.614,1.4723127035830619
"(('C', 'a'), ('B', 'c'))",c,200,261,0.4,0.261,1.5325670498084292
"(('C', 'a'), ('B', 'c'))",o,338,394,0.676,0.394,1.715736040609137
"(('C', 'a'), ('C', 'c'))",b,473,861,0.946,0.861,1.0987224157955864
"(('C', 'a'), ('C', 'c'))",o,385,0,0.77,0,770.0
"(('C', 'a'), ('C', 'a'))",b,448,508,0.896,0.508,1.763779527559055
"(('C', 'a'), ('D', 'c'))",b,449,592,0.898,0.592,1.516891891891892
"(('C', 'a'), ('D', 'c'))",o,328,382,0.656,0.382,1.7172774869109948
"(('C', 'a'), ('D', 'c'))",c,326,433,0.652,0.433,1.5057736720554273
"(('C', 'a'), ('E', 'a'))",b,449,580,0.898,0.58,1.5482758620689656
"(('C', 'a'), ('E', 'a'))",o,335,381,0.67,0.381,1.7585301837270342
"(('C', 'a'), ('E', 'a'))",c,326,423,0.652,0.423,1.541371158392435
"(('C', 'a'), ('D', 'a'))",b,452,621,0.904,0.621,1.4557165861513688
"(('C', 'a'), ('D', 'a'))",c,318,436,0.636,0.436,1.4587155963302754
"(('C', 'a'), ('D', 'a'))",o,335,382,0.67,0.382,1.7539267015706808
"(('C', 'a'), ('E', 'c'))",c,309,431,0.618,0.431,1.4338747099767981
"(('C', 'a'), ('E', 'c'))",b,452,587,0.904,0.587,1.5400340715502556
"(('C', 'a'), ('E', 'c'))",o,337,381,0.674,0.381,1.7690288713910762
"(('D', 'a'), ('A', 'c'))",c,224,263,0.448,0.263,1.703422053231939
"(('D', 'a'), ('A', 'c'))",b,429,618,0.858,0.618,1.3883495145631068
"(('D', 'a'), ('A', 'c'))",o,349,357,0.698,0.357,1.9551820728291316
"(('D', 'a'), ('A', 'a'))",c,210,280,0.42,0.28,1.4999999999999998
"(('D', 'a'), ('A', 'a'))",b,434,606,0.868,0.606,1.4323432343234324
"(('D', 'a'), ('A', 'a'))",o,349,407,0.698,0.407,1.714987714987715
"(('D', 'a'), ('B', 'c'))",c,213,259,0.426,0.259,1.6447876447876446
"(('D', 'a'), ('B', 'c'))",b,440,613,0.88,0.613,1.435562805872757
"(('D', 'a'), ('B', 'c'))",o,332,386,0.664,0.386,1.7202072538860105
"(('D', 'a'), ('B', 'a'))",c,202,279,0.404,0.279,1.4480286738351253
"(('D', 'a'), ('B', 'a'))",b,434,620,0.868,0.62,1.4
"(('D', 'a'), ('B', 'a'))",o,369,395,0.738,0.395,1.8683544303797468
"(('D', 'a'), ('C', 'a'))",c,243,242,0.486,0.242,2.0082644628099175
"(('D', 'a'), ('C', 'a'))",o,321,380,0.642,0.38,1.6894736842105262
"(('D', 'a'), ('C', 'a'))",b,442,603,0.884,0.603,1.4660033167495854
"(('D', 'a'), ('C', 'c'))",c,235,274,0.47,0.274,1.7153284671532845
"(('D', 'a'), ('C', 'c'))",b,440,586,0.88,0.586,1.5017064846416384
"(('D', 'a'), ('C', 'c'))",o,328,391,0.656,0.391,1.6777493606138107
"(('D', 'a'), ('D', 'c'))",b,470,883,0.94,0.883,1.0645526613816534
"(('D', 'a'), ('D', 'c'))",o,381,0,0.762,0,762.0
"(('D', 'a'), ('D', 'a'))",b,445,570,0.89,0.57,1.56140350877193
"(('D', 'a'), ('E', 'a'))",o,341,366,0.682,0.366,1.8633879781420766
"(('D', 'a'), ('E', 'a'))",b,447,596,0.894,0.596,1.5
"(('D', 'a'), ('E', 'a'))",c,331,416,0.662,0.416,1.591346153846154
"(('D', 'c'), ('A', 'a'))",c,224,262,0.448,0.262,1.7099236641221374
"(('D', 'c'), ('A', 'a'))",b,440,595,0.88,0.595,1.4789915966386555
"(('D', 'c'), ('A', 'a'))",o,341,401,0.682,0.401,1.7007481296758105
"(('D', 'c'), ('A', 'c'))",b,448,606,0.896,0.606,1.4785478547854787
"(('D', 'c'), ('A', 'c'))",c,232,224,0.464,0.224,2.0714285714285716
"(('D', 'c'), ('A', 'c'))",o,349,395,0.698,0.395,1.7670886075949366
"(('D', 'c'), ('B', 'a'))",o,329,384,0.658,0.384,1.7135416666666667
"(('D', 'c'), ('B', 'a'))",b,446,614,0.892,0.614,1.4527687296416938
"(('D', 'c'), ('B', 'a'))",c,226,260,0.452,0.26,1.7384615384615385
"(('D', 'c'), ('C', 'c'))",o,339,403,0.678,0.403,1.6823821339950373
"(('D', 'c'), ('C', 'c'))",b,442,602,0.884,0.602,1.4684385382059801
"(('D', 'c'), ('C', 'c'))",c,254,231,0.508,0.231,2.1991341991341993
"(('D', 'c'), ('C', 'a'))",b,462,569,0.924,0.569,1.6239015817223201
"(('D', 'c'), ('C', 'a'))",o,303,398,0.606,0.398,1.522613065326633
"(('D', 'c'), ('C', 'a'))",c,261,222,0.522,0.222,2.3513513513513513
"(('D', 'c'), ('D', 'a'))",b,472,882,0.944,0.882,1.0702947845804989
"(('D', 'c'), ('D', 'a'))",o,367,0,0.734,0,734.0
"(('D', 'c'), ('E', 'c'))",b,444,592,0.888,0.592,1.5
"(('D', 'c'), ('E', 'c'))",c,315,408,0.63,0.408,1.5441176470588236
"(('D', 'c'), ('E', 'c'))",o,339,387,0.678,0.387,1.751937984496124
"(('D', 'a'), ('E', 'c'))",o,354,387,0.708,0.387,1.8294573643410852
"(('D', 'a'), ('E', 'c'))",b,449,616,0.898,0.616,1.4577922077922079
"(('D', 'a'), ('E', 'c'))",c,311,421,0.622,0.421,1.477434679334917
"(('D', 'c'), ('E', 'a'))",b,455,587,0.91,0.587,1.5502555366269166
"(('D', 'c'), ('E', 'a'))",o,337,423,0.674,0.423,1.5933806146572105
"(('D', 'c'), ('E', 'a'))",c,324,428,0.648,0.428,1.5140186915887852
"(('D', 'c'), ('B', 'c'))",c,255,267,0.51,0.267,1.9101123595505618
"(('D', 'c'), ('B', 'c'))",b,438,599,0.876,0.599,1.4624373956594325
"(('D', 'c'), ('B', 'c'))",o,339,396,0.678,0.396,1.7121212121212122
"(('E', 'c'), ('A', 'c'))",c,235,229,0.47,0.229,2.0524017467248905
"(('E', 'c'), ('A', 'c'))",b,446,556,0.892,0.556,1.6043165467625897
"(('E', 'c'), ('A', 'c'))",o,345,384,0.69,0.384,1.7968749999999998
"(('E', 'c'), ('A', 'a'))",b,439,607,0.878,0.607,1.4464579901153214
"(('E', 'c'), ('A', 'a'))",o,360,388,0.72,0.388,1.8556701030927834
"(('E', 'c'), ('A', 'a'))",c,235,221,0.47,0.221,2.1266968325791855
"(('E', 'c'), ('B', 'c'))",c,232,224,0.464,0.224,2.0714285714285716
"(('E', 'c'), ('B', 'c'))",b,441,589,0.882,0.589,1.4974533106960952
"(('E', 'c'), ('B', 'c'))",o,353,392,0.706,0.392,1.801020408163265
"(('E', 'c'), ('B', 'a'))",b,441,574,0.882,0.574,1.5365853658536586
"(('E', 'c'), ('B', 'a'))",c,239,236,0.478,0.236,2.0254237288135593
"(('E', 'c'), ('B', 'a'))",o,341,380,0.682,0.38,1.7947368421052632
"(('E', 'c'), ('C', 'a'))",c,264,208,0.528,0.208,2.5384615384615388
"(('E', 'c'), ('C', 'a'))",b,445,556,0.89,0.556,1.6007194244604315
"(('E', 'c'), ('C', 'a'))",o,341,393,0.682,0.393,1.7353689567430026
"(('E', 'c'), ('C', 'c'))",b,451,564,0.902,0.564,1.5992907801418441
"(('E', 'c'), ('C', 'c'))",c,239,231,0.478,0.231,2.069264069264069
"(('E', 'c'), ('C', 'c'))",o,338,350,0.676,0.35,1.9314285714285717
"(('E', 'c'), ('D', 'a'))",o,338,395,0.676,0.395,1.7113924050632912
"(('E', 'c'), ('D', 'a'))",b,446,598,0.892,0.598,1.4916387959866222
"(('E', 'c'), ('D', 'a'))",c,244,241,0.488,0.241,2.024896265560166
"(('E', 'c'), ('D', 'c'))",b,452,583,0.904,0.583,1.5506003430531734
"(('E', 'c'), ('D', 'c'))",c,255,246,0.51,0.246,2.073170731707317
"(('E', 'c'), ('D', 'c'))",o,332,373,0.664,0.373,1.7801608579088473
"(('E', 'c'), ('E', 'a'))",b,460,872,0.92,0.872,1.0550458715596331
"(('E', 'c'), ('E', 'a'))",o,405,0,0.81,0,810.0
"(('E', 'a'), ('A', 'c'))",c,220,281,0.44,0.281,1.5658362989323842
"(('E', 'a'), ('A', 'c'))",o,365,358,0.73,0.358,2.0391061452513966
"(('E', 'a'), ('A', 'c'))",b,449,585,0.898,0.585,1.5350427350427351
"(('E', 'a'), ('A', 'a'))",c,189,258,0.378,0.258,1.4651162790697674
"(('E', 'a'), ('A', 'a'))",b,432,600,0.864,0.6,1.44
"(('E', 'a'), ('A', 'a'))",o,343,376,0.686,0.376,1.824468085106383
"(('E', 'a'), ('B', 'c'))",c,212,283,0.424,0.283,1.4982332155477032
"(('E', 'a'), ('B', 'c'))",b,446,600,0.892,0.6,1.4866666666666668
"(('E', 'a'), ('B', 'c'))",o,333,390,0.666,0.39,1.7076923076923076
"(('E', 'a'), ('B', 'a'))",o,352,370,0.704,0.37,1.9027027027027026
"(('E', 'a'), ('B', 'a'))",b,444,602,0.888,0.602,1.4750830564784054
"(('E', 'a'), ('B', 'a'))",c,216,278,0.432,0.278,1.553956834532374
"(('E', 'a'), ('C', 'a'))",c,231,238,0.462,0.238,1.9411764705882355
"(('E', 'a'), ('C', 'a'))",b,462,592,0.924,0.592,1.560810810810811
"(('E', 'a'), ('C', 'a'))",o,315,374,0.63,0.374,1.6844919786096257
"(('E', 'a'), ('C', 'c'))",c,229,258,0.458,0.258,1.7751937984496124
"(('E', 'a'), ('C', 'c'))",o,360,377,0.72,0.377,1.909814323607427
"(('E', 'a'), ('C', 'c'))",b,447,578,0.894,0.578,1.5467128027681663
"(('E', 'a'), ('D', 'c'))",c,224,250,0.448,0.25,1.792
"(('E', 'a'), ('D', 'c'))",b,443,603,0.886,0.603,1.4693200663349917
"(('E', 'a'), ('D', 'c'))",o,349,377,0.698,0.377,1.8514588859416445
"(('E', 'a'), ('D', 'a'))",o,317,389,0.634,0.389,1.6298200514138816
"(('E', 'a'), ('D', 'a'))",c,219,299,0.438,0.299,1.4648829431438128
"(('E', 'a'), ('D', 'a'))",b,448,608,0.896,0.608,1.473684210526316
"(('E', 'a'), ('E', 'c'))",b,477,864,0.954,0.864,1.1041666666666667
"(('E', 'a'), ('E', 'c'))",o,387,0,0.774,0,774.0
"(('E', 'c'), ('E', 'c'))",b,458,499,0.916,0.499,1.8356713426853708
"(('E', 'a'), ('E', 'a'))",b,439,483,0.878,0.483,1.8178053830227743
"(('D', 'c'), ('D', 'c'))",b,450,528,0.9,0.528,1.7045454545454546
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbo,163,125,0.326,0.125,2.608
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbb,96,67,0.192,0.067,2.8656716417910446
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbc,156,187,0.312,0.187,1.6684491978609626
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obo,119,0,0.238,0,237.99999999999997
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",ooo,56,0,0.112,0,112.0
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obb,161,0,0.322,0,322.0
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",ooc,61,0,0.122,0,122.0
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obc,115,0,0.23,0,230.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbb,119,64,0.238,0.064,3.7187499999999996
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbo,148,150,0.296,0.15,1.9733333333333334
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbc,150,181,0.3,0.181,1.6574585635359116
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obb,178,0,0.356,0,356.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",ooo,55,0,0.11,0,110.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obo,109,0,0.218,0,218.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obc,115,0,0.23,0,230.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",ooc,56,0,0.112,0,112.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbc,163,193,0.326,0.193,1.689119170984456
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbb,124,73,0.248,0.073,3.397260273972603
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbo,173,136,0.346,0.136,2.5441176470588234
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obc,99,0,0.198,0,198.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",ooc,61,0,0.122,0,122.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obb,167,0,0.334,0,334.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obo,121,0,0.242,0,242.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",ooo,50,0,0.1,0,100.0
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",bbb,122,35,0.244,0.035,6.971428571428571
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",obb,170,0,0.34,0,340.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbb,118,79,0.236,0.079,2.9873417721518987
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbo,161,140,0.322,0.14,2.3
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbc,158,199,0.316,0.199,1.5879396984924623
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obb,159,0,0.318,0,318.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obo,115,0,0.23,0,230.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",ooo,60,0,0.12,0,120.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",ooc,70,0,0.14,0,140.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obc,109,0,0.218,0,218.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbb,107,70,0.214,0.07,3.057142857142857
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbo,158,141,0.316,0.141,2.2411347517730498
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbc,179,209,0.358,0.209,1.7129186602870814
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obb,173,0,0.346,0,345.99999999999994
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",ooo,60,0,0.12,0,120.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obo,96,0,0.192,0,192.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obc,127,0,0.254,0,254.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",ooc,57,0,0.114,0,114.0
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbb,121,62,0.242,0.062,3.903225806451613
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbo,174,145,0.348,0.145,2.4
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbc,156,210,0.312,0.21,1.4857142857142858
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obb,146,0,0.292,0,292.0
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obo,121,0,0.242,0,242.0
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",ooo,74,0,0.148,0,148.0
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obc,89,0,0.178,0,178.0
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",ooc,71,0,0.142,0,141.99999999999997
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",bbc,174,189,0.348,0.189,1.8412698412698412
