events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('A', 'c'), ('D', 'c'))",b,407,826,0.814,0.826,0.9854721549636803
"(('A', 'c'), ('D', 'c'))",o,291,573,0.582,0.573,1.0157068062827226
"(('A', 'c'), ('D', 'c'))",c,255,454,0.51,0.454,1.1233480176211454
"(('A', 'a'), ('B', 'c'))",c,239,475,0.478,0.475,1.0063157894736843
"(('A', 'a'), ('B', 'c'))",b,397,805,0.794,0.805,0.986335403726708
"(('A', 'a'), ('B', 'c'))",o,285,583,0.57,0.583,0.9777015437392795
"(('A', 'c'), ('B', 'c'))",o,285,576,0.57,0.576,0.9895833333333334
"(('A', 'c'), ('B', 'c'))",b,392,813,0.784,0.813,0.9643296432964331
"(('A', 'c'), ('B', 'c'))",c,227,481,0.454,0.481,0.9438669438669439
"(('A', 'c'), ('C', 'c'))",b,410,809,0.82,0.809,1.0135970333745363
"(('A', 'c'), ('C', 'c'))",o,284,564,0.568,0.564,1.0070921985815602
"(('A', 'c'), ('C', 'c'))",c,231,479,0.462,0.479,0.9645093945720251
"(('A', 'c'), ('E', 'a'))",b,408,797,0.816,0.797,1.0238393977415305
"(('A', 'c'), ('E', 'a'))",o,299,576,0.598,0.576,1.0381944444444444
"(('A', 'c'), ('E', 'a'))",c,225,456,0.45,0.456,0.9868421052631579
"(('B', 'a'), ('A', 'c'))",o,271,575,0.542,0.575,0.9426086956521741
"(('B', 'a'), ('A', 'c'))",b,402,817,0.804,0.817,0.9840881272949817
"(('B', 'a'), ('A', 'c'))",c,176,364,0.352,0.364,0.967032967032967
"(('B', 'a'), ('A', 'a'))",b,404,831,0.808,0.831,0.9723225030084237
"(('B', 'a'), ('A', 'a'))",o,287,575,0.574,0.575,0.9982608695652174
"(('B', 'a'), ('A', 'a'))",c,163,359,0.326,0.359,0.9080779944289694
"(('B', 'a'), ('B', 'a'))",b,383,783,0.766,0.783,0.9782886334610472
"(('B', 'a'), ('C', 'a'))",b,407,821,0.814,0.821,0.9914738124238733
"(('B', 'a'), ('C', 'a'))",c,238,479,0.476,0.479,0.9937369519832985
"(('B', 'a'), ('C', 'a'))",o,282,562,0.564,0.562,1.0035587188612098
"(('B', 'a'), ('D', 'a'))",o,284,587,0.568,0.587,0.9676320272572402
"(('B', 'a'), ('D', 'a'))",c,224,486,0.448,0.486,0.9218106995884774
"(('B', 'a'), ('D', 'a'))",b,395,820,0.79,0.82,0.9634146341463415
"(('B', 'a'), ('D', 'c'))",b,410,836,0.82,0.836,0.9808612440191388
"(('B', 'a'), ('D', 'c'))",o,295,575,0.59,0.575,1.0260869565217392
"(('B', 'a'), ('D', 'c'))",c,235,491,0.47,0.491,0.9572301425661914
"(('B', 'a'), ('E', 'a'))",o,283,546,0.566,0.546,1.0366300366300365
"(('B', 'a'), ('E', 'a'))",b,409,818,0.818,0.818,1.0
"(('B', 'a'), ('E', 'a'))",c,242,477,0.484,0.477,1.0146750524109014
"(('B', 'a'), ('B', 'c'))",b,453,941,0.906,0.941,0.9628055260361319
"(('B', 'a'), ('B', 'c'))",o,217,449,0.434,0.449,0.9665924276169264
"(('B', 'c'), ('A', 'c'))",b,391,824,0.782,0.824,0.9490291262135924
"(('B', 'c'), ('A', 'c'))",o,302,559,0.604,0.559,1.0805008944543828
"(('B', 'c'), ('A', 'c'))",c,185,346,0.37,0.346,1.069364161849711
"(('B', 'c'), ('A', 'a'))",b,389,808,0.778,0.808,0.9628712871287128
"(('B', 'c'), ('A', 'a'))",c,173,335,0.346,0.335,1.0328358208955222
"(('B', 'c'), ('A', 'a'))",o,291,585,0.582,0.585,0.9948717948717949
"(('B', 'c'), ('B', 'c'))",b,379,782,0.758,0.782,0.969309462915601
"(('B', 'c'), ('C', 'a'))",b,403,829,0.806,0.829,0.9722557297949338
"(('B', 'c'), ('C', 'a'))",c,237,465,0.474,0.465,1.0193548387096774
"(('B', 'c'), ('C', 'a'))",o,290,591,0.58,0.591,0.9813874788494078
"(('B', 'c'), ('C', 'c'))",b,396,828,0.792,0.828,0.9565217391304349
"(('B', 'c'), ('C', 'c'))",c,232,482,0.464,0.482,0.9626556016597512
"(('B', 'c'), ('C', 'c'))",o,279,548,0.558,0.548,1.0182481751824817
"(('B', 'c'), ('E', 'a'))",b,396,809,0.792,0.809,0.9789864029666254
"(('B', 'c'), ('E', 'a'))",c,249,459,0.498,0.459,1.0849673202614378
"(('B', 'c'), ('E', 'a'))",o,261,549,0.522,0.549,0.9508196721311475
"(('B', 'c'), ('D', 'a'))",c,245,487,0.49,0.487,1.0061601642710472
"(('B', 'c'), ('D', 'a'))",b,390,822,0.78,0.822,0.9489051094890512
"(('B', 'c'), ('D', 'a'))",o,286,555,0.572,0.555,1.0306306306306305
"(('C', 'c'), ('A', 'c'))",c,183,336,0.366,0.336,1.0892857142857142
"(('C', 'c'), ('A', 'c'))",o,280,570,0.56,0.57,0.9824561403508774
"(('C', 'c'), ('A', 'c'))",b,415,800,0.83,0.8,1.0374999999999999
"(('C', 'c'), ('A', 'a'))",b,405,814,0.81,0.814,0.9950859950859953
"(('C', 'c'), ('A', 'a'))",o,293,551,0.586,0.551,1.0635208711433755
"(('C', 'c'), ('A', 'a'))",c,171,370,0.342,0.37,0.9243243243243244
"(('C', 'c'), ('B', 'a'))",c,150,356,0.3,0.356,0.8426966292134832
"(('C', 'c'), ('B', 'a'))",b,392,822,0.784,0.822,0.953771289537713
"(('C', 'c'), ('B', 'a'))",o,286,565,0.572,0.565,1.0123893805309734
"(('C', 'c'), ('C', 'a'))",b,457,923,0.914,0.923,0.9902491874322861
"(('C', 'c'), ('C', 'a'))",o,243,451,0.486,0.451,1.0776053215077606
"(('C', 'c'), ('D', 'c'))",c,234,497,0.468,0.497,0.9416498993963783
"(('C', 'c'), ('D', 'c'))",b,401,809,0.802,0.809,0.9913473423980222
"(('C', 'c'), ('D', 'c'))",o,296,614,0.592,0.614,0.9641693811074918
"(('C', 'c'), ('D', 'a'))",c,230,458,0.46,0.458,1.0043668122270741
"(('C', 'c'), ('D', 'a'))",b,400,817,0.8,0.817,0.9791921664626684
"(('C', 'c'), ('D', 'a'))",o,291,592,0.582,0.592,0.9831081081081081
"(('C', 'c'), ('E', 'a'))",o,281,565,0.562,0.565,0.9946902654867259
"(('C', 'c'), ('E', 'a'))",b,411,811,0.822,0.811,1.0135635018495683
"(('C', 'c'), ('E', 'a'))",c,233,484,0.466,0.484,0.962809917355372
"(('C', 'a'), ('A', 'a'))",o,283,569,0.566,0.569,0.9947275922671354
"(('C', 'a'), ('A', 'a'))",b,391,822,0.782,0.822,0.951338199513382
"(('C', 'a'), ('A', 'a'))",c,151,356,0.302,0.356,0.848314606741573
"(('C', 'a'), ('A', 'c'))",b,405,811,0.81,0.811,0.998766954377312
"(('C', 'a'), ('A', 'c'))",o,300,566,0.6,0.566,1.0600706713780919
"(('C', 'a'), ('A', 'c'))",c,178,338,0.356,0.338,1.0532544378698223
"(('C', 'a'), ('B', 'a'))",c,156,348,0.312,0.348,0.896551724137931
"(('C', 'a'), ('B', 'a'))",b,392,814,0.784,0.814,0.9631449631449632
"(('C', 'a'), ('B', 'a'))",o,288,607,0.576,0.607,0.9489291598023064
"(('C', 'a'), ('B', 'c'))",o,290,573,0.58,0.573,1.012216404886562
"(('C', 'a'), ('B', 'c'))",b,399,831,0.798,0.831,0.96028880866426
"(('C', 'a'), ('B', 'c'))",c,180,315,0.36,0.315,1.1428571428571428
"(('C', 'a'), ('C', 'a'))",b,398,795,0.796,0.795,1.0012578616352201
"(('C', 'a'), ('D', 'c'))",o,306,572,0.612,0.572,1.06993006993007
"(('C', 'a'), ('D', 'c'))",b,405,831,0.81,0.831,0.9747292418772564
"(('C', 'a'), ('D', 'c'))",c,257,469,0.514,0.469,1.095948827292111
"(('C', 'a'), ('C', 'c'))",b,448,928,0.896,0.928,0.9655172413793103
"(('C', 'a'), ('C', 'c'))",o,248,452,0.496,0.452,1.0973451327433628
"(('C', 'a'), ('E', 'a'))",b,424,822,0.848,0.822,1.0316301703163018
"(('C', 'a'), ('E', 'a'))",o,293,575,0.586,0.575,1.0191304347826087
"(('C', 'a'), ('E', 'a'))",c,236,450,0.472,0.45,1.0488888888888888
"(('C', 'a'), ('D', 'a'))",c,247,466,0.494,0.466,1.0600858369098711
"(('C', 'a'), ('D', 'a'))",b,403,820,0.806,0.82,0.9829268292682928
"(('C', 'a'), ('D', 'a'))",o,281,573,0.562,0.573,0.9808027923211171
"(('D', 'c'), ('A', 'c'))",b,409,804,0.818,0.804,1.017412935323383
"(('D', 'c'), ('A', 'c'))",c,174,352,0.348,0.352,0.9886363636363636
"(('D', 'c'), ('A', 'c'))",o,288,574,0.576,0.574,1.0034843205574913
"(('D', 'c'), ('A', 'a'))",b,394,825,0.788,0.825,0.9551515151515152
"(('D', 'c'), ('A', 'a'))",c,162,364,0.324,0.364,0.8901098901098902
"(('D', 'c'), ('A', 'a'))",o,290,559,0.58,0.559,1.037567084078712
"(('D', 'c'), ('B', 'a'))",o,282,590,0.564,0.59,0.9559322033898304
"(('D', 'c'), ('B', 'a'))",b,392,805,0.784,0.805,0.9739130434782608
"(('D', 'c'), ('B', 'a'))",c,181,358,0.362,0.358,1.011173184357542
"(('D', 'c'), ('C', 'a'))",b,412,822,0.824,0.822,1.002433090024331
"(('D', 'c'), ('C', 'a'))",c,184,368,0.368,0.368,1.0
"(('D', 'c'), ('C', 'a'))",o,283,583,0.566,0.583,0.9708404802744425
"(('D', 'c'), ('D', 'a'))",b,450,927,0.9,0.927,0.970873786407767
"(('D', 'c'), ('D', 'a'))",o,235,476,0.47,0.476,0.9873949579831932
"(('D', 'c'), ('D', 'c'))",b,394,790,0.788,0.79,0.9974683544303797
"(('D', 'c'), ('E', 'a'))",o,272,570,0.544,0.57,0.9543859649122809
"(('D', 'c'), ('E', 'a'))",b,398,810,0.796,0.81,0.9827160493827161
"(('D', 'c'), ('E', 'a'))",c,249,491,0.498,0.491,1.014256619144603
"(('D', 'a'), ('A', 'a'))",b,411,814,0.822,0.814,1.00982800982801
"(('D', 'a'), ('A', 'a'))",c,171,361,0.342,0.361,0.9473684210526316
"(('D', 'a'), ('A', 'a'))",o,295,580,0.59,0.58,1.0172413793103448
"(('D', 'a'), ('B', 'a'))",b,404,826,0.808,0.826,0.9782082324455207
"(('D', 'a'), ('B', 'a'))",o,283,570,0.566,0.57,0.9929824561403509
"(('D', 'a'), ('B', 'a'))",c,158,342,0.316,0.342,0.9239766081871345
"(('D', 'a'), ('C', 'a'))",b,403,828,0.806,0.828,0.9734299516908214
"(('D', 'a'), ('C', 'a'))",o,290,588,0.58,0.588,0.9863945578231292
"(('D', 'a'), ('C', 'a'))",c,180,358,0.36,0.358,1.005586592178771
"(('D', 'a'), ('D', 'c'))",b,458,948,0.916,0.948,0.9662447257383967
"(('D', 'a'), ('D', 'c'))",o,254,478,0.508,0.478,1.0627615062761506
"(('D', 'c'), ('B', 'c'))",c,172,336,0.344,0.336,1.0238095238095237
"(('D', 'c'), ('B', 'c'))",o,301,567,0.602,0.567,1.0617283950617284
"(('D', 'c'), ('B', 'c'))",b,401,811,0.802,0.811,0.9889025893958077
"(('D', 'c'), ('C', 'c'))",c,172,349,0.344,0.349,0.9856733524355301
"(('D', 'c'), ('C', 'c'))",b,407,818,0.814,0.818,0.9951100244498777
"(('D', 'c'), ('C', 'c'))",o,296,543,0.592,0.543,1.0902394106813995
"(('E', 'c'), ('A', 'a'))",o,293,573,0.586,0.573,1.0226876090750436
"(('E', 'c'), ('A', 'a'))",b,404,817,0.808,0.817,0.9889840881272951
"(('E', 'c'), ('A', 'a'))",c,154,345,0.308,0.345,0.8927536231884059
"(('E', 'c'), ('A', 'c'))",b,408,812,0.816,0.812,1.0049261083743841
"(('E', 'c'), ('A', 'c'))",c,183,351,0.366,0.351,1.0427350427350428
"(('E', 'c'), ('A', 'c'))",o,274,588,0.548,0.588,0.9319727891156464
"(('E', 'c'), ('B', 'a'))",o,276,594,0.552,0.594,0.9292929292929294
"(('E', 'c'), ('B', 'a'))",b,411,805,0.822,0.805,1.0211180124223602
"(('E', 'c'), ('B', 'a'))",c,155,366,0.31,0.366,0.8469945355191257
"(('E', 'c'), ('C', 'c'))",o,286,568,0.572,0.568,1.0070422535211268
"(('E', 'c'), ('C', 'c'))",b,401,793,0.802,0.793,1.0113493064312737
"(('E', 'c'), ('C', 'c'))",c,177,324,0.354,0.324,1.0925925925925926
"(('E', 'c'), ('D', 'c'))",o,284,597,0.568,0.597,0.9514237855946398
"(('E', 'c'), ('D', 'c'))",b,413,830,0.826,0.83,0.9951807228915662
"(('E', 'c'), ('D', 'c'))",c,166,346,0.332,0.346,0.9595375722543353
"(('E', 'c'), ('D', 'a'))",b,402,811,0.804,0.811,0.9913686806411837
"(('E', 'c'), ('D', 'a'))",o,310,574,0.62,0.574,1.0801393728222997
"(('E', 'c'), ('D', 'a'))",c,168,370,0.336,0.37,0.9081081081081082
"(('E', 'c'), ('E', 'a'))",o,236,442,0.472,0.442,1.0678733031674208
"(('E', 'c'), ('E', 'a'))",b,463,933,0.926,0.933,0.992497320471597
"(('E', 'a'), ('A', 'c'))",c,178,326,0.356,0.326,1.0920245398773005
"(('E', 'a'), ('A', 'c'))",b,414,814,0.828,0.814,1.0171990171990173
"(('E', 'a'), ('A', 'c'))",o,301,581,0.602,0.581,1.036144578313253
"(('E', 'a'), ('A', 'a'))",c,162,363,0.324,0.363,0.8925619834710744
"(('E', 'a'), ('A', 'a'))",b,402,815,0.804,0.815,0.9865030674846627
"(('E', 'a'), ('A', 'a'))",o,303,530,0.606,0.53,1.1433962264150943
"(('E', 'a'), ('B', 'a'))",c,179,324,0.358,0.324,1.1049382716049383
"(('E', 'a'), ('B', 'a'))",o,277,563,0.554,0.563,0.9840142095914745
"(('E', 'a'), ('B', 'a'))",b,400,822,0.8,0.822,0.9732360097323602
"(('E', 'a'), ('B', 'c'))",c,170,360,0.34,0.36,0.9444444444444445
"(('E', 'a'), ('B', 'c'))",o,293,538,0.586,0.538,1.0892193308550184
"(('E', 'a'), ('B', 'c'))",b,407,819,0.814,0.819,0.9938949938949939
"(('E', 'a'), ('C', 'a'))",c,174,354,0.348,0.354,0.983050847457627
"(('E', 'a'), ('C', 'a'))",b,410,810,0.82,0.81,1.0123456790123455
"(('E', 'a'), ('C', 'a'))",o,277,564,0.554,0.564,0.9822695035460994
"(('E', 'a'), ('C', 'c'))",b,397,800,0.794,0.8,0.9925
"(('E', 'a'), ('C', 'c'))",c,177,349,0.354,0.349,1.0143266475644699
"(('E', 'a'), ('C', 'c'))",o,300,586,0.6,0.586,1.0238907849829353
"(('E', 'a'), ('D', 'a'))",c,178,359,0.356,0.359,0.9916434540389972
"(('E', 'a'), ('D', 'a'))",b,410,799,0.82,0.799,1.0262828535669586
"(('E', 'a'), ('D', 'a'))",o,280,564,0.56,0.564,0.9929078014184399
"(('E', 'a'), ('D', 'c'))",o,281,561,0.562,0.561,1.0017825311942958
"(('E', 'a'), ('D', 'c'))",b,418,825,0.836,0.825,1.0133333333333334
"(('E', 'a'), ('D', 'c'))",c,174,347,0.348,0.347,1.0028818443804035
"(('E', 'a'), ('E', 'a'))",b,400,766,0.8,0.766,1.0443864229765014
"(('A', 'c'), ('E', 'c'))",b,406,802,0.812,0.802,1.0124688279301746
"(('A', 'c'), ('E', 'c'))",c,248,485,0.496,0.485,1.022680412371134
"(('A', 'c'), ('E', 'c'))",o,277,585,0.554,0.585,0.9470085470085472
"(('A', 'a'), ('E', 'c'))",o,294,561,0.588,0.561,1.048128342245989
"(('A', 'a'), ('E', 'c'))",c,238,465,0.476,0.465,1.0236559139784944
"(('A', 'a'), ('E', 'c'))",b,392,808,0.784,0.808,0.9702970297029703
"(('B', 'a'), ('C', 'c'))",o,306,585,0.612,0.585,1.0461538461538462
"(('B', 'a'), ('C', 'c'))",b,400,821,0.8,0.821,0.9744214372716201
"(('B', 'a'), ('C', 'c'))",c,216,481,0.432,0.481,0.8981288981288982
"(('B', 'a'), ('E', 'c'))",o,275,564,0.55,0.564,0.9751773049645391
"(('B', 'a'), ('E', 'c'))",b,404,828,0.808,0.828,0.9758454106280194
"(('B', 'a'), ('E', 'c'))",c,227,457,0.454,0.457,0.9934354485776805
"(('B', 'c'), ('B', 'a'))",b,446,928,0.892,0.928,0.9612068965517241
"(('B', 'c'), ('B', 'a'))",o,218,473,0.436,0.473,0.9217758985200846
"(('B', 'c'), ('D', 'c'))",b,403,823,0.806,0.823,0.9793438639125153
"(('B', 'c'), ('D', 'c'))",o,288,581,0.576,0.581,0.9913941480206541
"(('B', 'c'), ('D', 'c'))",c,258,476,0.516,0.476,1.0840336134453783
"(('C', 'c'), ('C', 'c'))",b,391,766,0.782,0.766,1.0208877284595301
"(('C', 'c'), ('E', 'c'))",b,401,810,0.802,0.81,0.9901234567901235
"(('C', 'c'), ('E', 'c'))",o,303,585,0.606,0.585,1.035897435897436
"(('C', 'c'), ('E', 'c'))",c,231,493,0.462,0.493,0.9371196754563895
"(('C', 'a'), ('E', 'c'))",o,289,562,0.578,0.562,1.0284697508896796
"(('C', 'a'), ('E', 'c'))",b,406,804,0.812,0.804,1.0099502487562189
"(('C', 'a'), ('E', 'c'))",c,235,474,0.47,0.474,0.9915611814345991
"(('C', 'c'), ('B', 'c'))",c,167,334,0.334,0.334,1.0
"(('C', 'c'), ('B', 'c'))",b,403,813,0.806,0.813,0.9913899138991391
"(('C', 'c'), ('B', 'c'))",o,303,601,0.606,0.601,1.0083194675540765
"(('D', 'c'), ('E', 'c'))",b,407,824,0.814,0.824,0.9878640776699029
"(('D', 'c'), ('E', 'c'))",o,298,555,0.596,0.555,1.0738738738738738
"(('D', 'c'), ('E', 'c'))",c,237,480,0.474,0.48,0.9874999999999999
"(('D', 'a'), ('B', 'c'))",b,408,825,0.816,0.825,0.9890909090909091
"(('D', 'a'), ('B', 'c'))",c,162,356,0.324,0.356,0.9101123595505619
"(('D', 'a'), ('B', 'c'))",o,272,578,0.544,0.578,0.9411764705882354
"(('D', 'a'), ('C', 'c'))",b,406,823,0.812,0.823,0.9866342648845687
"(('D', 'a'), ('C', 'c'))",c,193,330,0.386,0.33,1.1696969696969697
"(('D', 'a'), ('C', 'c'))",o,289,603,0.578,0.603,0.9585406301824212
"(('D', 'a'), ('E', 'c'))",b,405,818,0.81,0.818,0.9902200488997557
"(('D', 'a'), ('E', 'c'))",c,246,467,0.492,0.467,1.0535331905781584
"(('D', 'a'), ('E', 'c'))",o,286,583,0.572,0.583,0.9811320754716981
"(('D', 'a'), ('A', 'c'))",b,400,823,0.8,0.823,0.9720534629404618
"(('D', 'a'), ('A', 'c'))",c,164,364,0.328,0.364,0.9010989010989011
"(('D', 'a'), ('A', 'c'))",o,309,572,0.618,0.572,1.0804195804195804
"(('D', 'a'), ('D', 'a'))",b,392,785,0.784,0.785,0.9987261146496815
"(('D', 'a'), ('E', 'a'))",o,299,583,0.598,0.583,1.025728987993139
"(('D', 'a'), ('E', 'a'))",b,407,827,0.814,0.827,0.9842805320435308
"(('D', 'a'), ('E', 'a'))",c,242,487,0.484,0.487,0.9938398357289527
"(('E', 'a'), ('E', 'c'))",b,462,916,0.924,0.916,1.0087336244541485
"(('E', 'a'), ('E', 'c'))",o,225,462,0.45,0.462,0.974025974025974
"(('E', 'c'), ('B', 'c'))",o,279,560,0.558,0.56,0.9964285714285714
"(('E', 'c'), ('B', 'c'))",b,416,821,0.832,0.821,1.0133982947624849
"(('E', 'c'), ('B', 'c'))",c,175,350,0.35,0.35,1.0
"(('E', 'c'), ('C', 'a'))",b,405,816,0.81,0.816,0.9926470588235295
"(('E', 'c'), ('C', 'a'))",c,168,374,0.336,0.374,0.8983957219251337
"(('E', 'c'), ('C', 'a'))",o,280,560,0.56,0.56,1.0
"(('A', 'c'), ('A', 'c'))",b,387,774,0.774,0.774,1.0
"(('B', 'c'), ('E', 'c'))",b,400,807,0.8,0.807,0.9913258983890955
"(('B', 'c'), ('E', 'c'))",o,284,589,0.568,0.589,0.9643463497453311
"(('B', 'c'), ('E', 'c'))",c,253,471,0.506,0.471,1.0743099787685775
"(('E', 'c'), ('E', 'c'))",b,387,764,0.774,0.764,1.013089005235602
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbb,86,204,0.172,0.204,0.8431372549019608
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbc,136,262,0.272,0.262,1.0381679389312977
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbo,128,289,0.256,0.289,0.8858131487889275
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obb,65,129,0.13,0.129,1.0077519379844961
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obc,29,56,0.058,0.056,1.0357142857142858
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",ooc,25,36,0.05,0.036,1.388888888888889
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obo,39,79,0.078,0.079,0.9873417721518988
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbb,108,202,0.216,0.202,1.0693069306930691
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbo,142,287,0.284,0.287,0.9895470383275261
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbc,110,245,0.22,0.245,0.8979591836734694
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obb,65,141,0.13,0.141,0.921985815602837
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",ooo,26,55,0.052,0.055,0.9454545454545454
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obo,42,62,0.084,0.062,1.3548387096774195
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obc,33,61,0.066,0.061,1.0819672131147542
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbb,97,207,0.194,0.207,0.9371980676328503
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbo,132,282,0.264,0.282,0.9361702127659576
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbc,139,281,0.278,0.281,0.9893238434163701
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obb,70,138,0.14,0.138,1.0144927536231885
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obo,37,69,0.074,0.069,1.072463768115942
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",bbb,76,185,0.152,0.185,0.8216216216216216
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",obb,71,132,0.142,0.132,1.0757575757575757
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",bbc,130,262,0.26,0.262,0.9923664122137404
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",bbb,103,196,0.206,0.196,1.0510204081632653
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",bbo,139,291,0.278,0.291,0.9553264604810998
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",obc,35,67,0.07,0.067,1.0447761194029852
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",obb,71,133,0.142,0.133,1.0676691729323307
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",obo,40,67,0.08,0.067,1.1940298507462686
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbb,100,202,0.2,0.202,0.9900990099009901
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbo,128,273,0.256,0.273,0.9377289377289377
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbc,120,271,0.24,0.271,0.8856088560885608
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obb,59,145,0.118,0.145,0.8137931034482758
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obo,33,51,0.066,0.051,1.2941176470588236
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obc,32,52,0.064,0.052,1.2307692307692308
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",ooc,26,42,0.052,0.042,1.238095238095238
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbb,101,200,0.202,0.2,1.01
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbo,116,281,0.232,0.281,0.8256227758007118
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",bbc,122,234,0.244,0.234,1.0427350427350426
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obb,70,119,0.14,0.119,1.1764705882352944
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obo,43,79,0.086,0.079,1.0886075949367087
"(('A', 'a'), ('A', 'c'), ('B', 'a'))",obc,35,57,0.07,0.057,1.2280701754385965
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",bbo,149,282,0.298,0.282,1.0567375886524824
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",bbb,88,212,0.176,0.212,0.830188679245283
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",bbc,104,255,0.208,0.255,0.8156862745098039
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",obo,31,63,0.062,0.063,0.9841269841269841
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",obb,67,137,0.134,0.137,0.9781021897810219
