events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('B', 'c'), ('D', 'a'))",c,314,377,0.628,0.377,1.6657824933687002
"(('B', 'c'), ('D', 'c'))",b,441,766,0.882,0.766,1.1514360313315928
"(('B', 'c'), ('D', 'c'))",o,353,384,0.706,0.384,1.8385416666666665
"(('B', 'c'), ('D', 'c'))",c,325,538,0.65,0.538,1.20817843866171
"(('B', 'c'), ('E', 'c'))",o,373,400,0.746,0.4,1.865
"(('B', 'c'), ('E', 'c'))",b,440,800,0.88,0.8,1.0999999999999999
"(('B', 'c'), ('E', 'c'))",c,319,523,0.638,0.523,1.219885277246654
"(('B', 'c'), ('E', 'a'))",b,442,700,0.884,0.7,1.262857142857143
"(('B', 'c'), ('E', 'a'))",o,351,450,0.702,0.45,1.5599999999999998
"(('B', 'c'), ('E', 'a'))",c,308,340,0.616,0.34,1.8117647058823527
"(('B', 'a'), ('A', 'c'))",c,235,301,0.47,0.301,1.5614617940199336
"(('B', 'a'), ('A', 'c'))",b,453,710,0.906,0.71,1.276056338028169
"(('B', 'a'), ('A', 'c'))",o,330,440,0.66,0.44,1.5
"(('B', 'a'), ('A', 'a'))",b,433,633,0.866,0.633,1.368088467614534
"(('B', 'a'), ('A', 'a'))",o,340,405,0.68,0.405,1.6790123456790123
"(('B', 'a'), ('A', 'a'))",c,242,258,0.484,0.258,1.875968992248062
"(('B', 'a'), ('B', 'c'))",b,455,907,0.91,0.907,1.0033076074972436
"(('B', 'a'), ('B', 'c'))",o,427,75,0.854,0.075,11.386666666666667
"(('B', 'a'), ('B', 'a'))",b,456,565,0.912,0.565,1.6141592920353984
"(('B', 'a'), ('C', 'a'))",o,326,419,0.652,0.419,1.5560859188544154
"(('B', 'a'), ('C', 'a'))",b,447,610,0.894,0.61,1.4655737704918033
"(('B', 'a'), ('C', 'a'))",c,327,383,0.654,0.383,1.7075718015665797
"(('B', 'a'), ('C', 'c'))",b,442,722,0.884,0.722,1.2243767313019391
"(('B', 'a'), ('C', 'c'))",c,310,410,0.62,0.41,1.5121951219512195
"(('B', 'a'), ('C', 'c'))",o,320,424,0.64,0.424,1.509433962264151
"(('B', 'a'), ('D', 'c'))",o,352,438,0.704,0.438,1.6073059360730593
"(('B', 'a'), ('D', 'c'))",b,442,719,0.884,0.719,1.2294853963838666
"(('B', 'a'), ('D', 'c'))",c,327,454,0.654,0.454,1.4405286343612336
"(('B', 'a'), ('D', 'a'))",b,445,636,0.89,0.636,1.39937106918239
"(('B', 'a'), ('D', 'a'))",c,315,368,0.63,0.368,1.7119565217391304
"(('B', 'a'), ('D', 'a'))",o,335,438,0.67,0.438,1.5296803652968038
"(('B', 'a'), ('E', 'a'))",c,325,365,0.65,0.365,1.7808219178082192
"(('B', 'a'), ('E', 'a'))",b,443,661,0.886,0.661,1.340393343419062
"(('B', 'a'), ('E', 'a'))",o,325,426,0.65,0.426,1.5258215962441315
"(('B', 'a'), ('E', 'c'))",b,441,699,0.882,0.699,1.2618025751072963
"(('B', 'a'), ('E', 'c'))",o,346,441,0.692,0.441,1.5691609977324261
"(('B', 'a'), ('E', 'c'))",c,318,467,0.636,0.467,1.361884368308351
"(('C', 'c'), ('A', 'a'))",o,329,438,0.658,0.438,1.5022831050228311
"(('C', 'c'), ('A', 'a'))",b,436,694,0.872,0.694,1.2564841498559078
"(('C', 'c'), ('A', 'a'))",c,244,252,0.488,0.252,1.9365079365079365
"(('C', 'c'), ('A', 'c'))",b,432,775,0.864,0.775,1.1148387096774193
"(('C', 'c'), ('A', 'c'))",o,361,391,0.722,0.391,1.846547314578005
"(('C', 'c'), ('A', 'c'))",c,197,318,0.394,0.318,1.2389937106918238
"(('C', 'c'), ('B', 'a'))",b,442,702,0.884,0.702,1.2592592592592593
"(('C', 'c'), ('B', 'a'))",c,224,248,0.448,0.248,1.8064516129032258
"(('C', 'c'), ('B', 'a'))",o,342,428,0.684,0.428,1.5981308411214954
"(('C', 'c'), ('B', 'c'))",b,433,766,0.866,0.766,1.1305483028720626
"(('C', 'c'), ('B', 'c'))",o,340,408,0.68,0.408,1.666666666666667
"(('C', 'c'), ('B', 'c'))",c,231,313,0.462,0.313,1.476038338658147
"(('C', 'c'), ('C', 'a'))",b,457,908,0.914,0.908,1.0066079295154184
"(('C', 'c'), ('C', 'a'))",o,398,12,0.796,0.012,66.33333333333333
"(('C', 'c'), ('D', 'a'))",o,348,450,0.696,0.45,1.5466666666666664
"(('C', 'c'), ('D', 'a'))",b,439,703,0.878,0.703,1.2489331436699858
"(('C', 'c'), ('D', 'a'))",c,307,379,0.614,0.379,1.6200527704485488
"(('C', 'c'), ('D', 'c'))",b,441,775,0.882,0.775,1.1380645161290321
"(('C', 'c'), ('D', 'c'))",o,327,397,0.654,0.397,1.6473551637279598
"(('C', 'c'), ('D', 'c'))",c,349,553,0.698,0.553,1.2622061482820974
"(('C', 'c'), ('E', 'c'))",o,352,410,0.704,0.41,1.7170731707317073
"(('C', 'c'), ('E', 'c'))",b,441,805,0.882,0.805,1.0956521739130434
"(('C', 'c'), ('E', 'c'))",c,338,526,0.676,0.526,1.285171102661597
"(('C', 'c'), ('E', 'a'))",b,441,723,0.882,0.723,1.2199170124481329
"(('C', 'c'), ('E', 'a'))",o,337,456,0.674,0.456,1.4780701754385965
"(('C', 'c'), ('E', 'a'))",c,321,348,0.642,0.348,1.8448275862068968
"(('C', 'a'), ('A', 'c'))",c,239,320,0.478,0.32,1.49375
"(('C', 'a'), ('A', 'c'))",o,350,413,0.7,0.413,1.694915254237288
"(('C', 'a'), ('A', 'c'))",b,433,716,0.866,0.716,1.2094972067039107
"(('C', 'a'), ('A', 'a'))",c,244,255,0.488,0.255,1.9137254901960783
"(('C', 'a'), ('A', 'a'))",b,435,626,0.87,0.626,1.389776357827476
"(('C', 'a'), ('A', 'a'))",o,334,371,0.668,0.371,1.8005390835579516
"(('C', 'a'), ('B', 'c'))",c,248,316,0.496,0.316,1.5696202531645569
"(('C', 'a'), ('B', 'c'))",b,441,705,0.882,0.705,1.251063829787234
"(('C', 'a'), ('B', 'c'))",o,357,412,0.714,0.412,1.7330097087378642
"(('C', 'a'), ('B', 'a'))",o,334,435,0.668,0.435,1.535632183908046
"(('C', 'a'), ('B', 'a'))",c,281,238,0.562,0.238,2.3613445378151265
"(('C', 'a'), ('B', 'a'))",b,449,654,0.898,0.654,1.3730886850152906
"(('C', 'a'), ('C', 'c'))",o,409,35,0.818,0.035,23.371428571428567
"(('C', 'a'), ('C', 'c'))",b,461,919,0.922,0.919,1.0032644178454841
"(('C', 'a'), ('C', 'a'))",b,447,571,0.894,0.571,1.5656742556917689
"(('C', 'a'), ('D', 'c'))",c,339,450,0.678,0.45,1.5066666666666668
"(('C', 'a'), ('D', 'c'))",o,317,411,0.634,0.411,1.5425790754257909
"(('C', 'a'), ('D', 'c'))",b,452,724,0.904,0.724,1.2486187845303869
"(('C', 'a'), ('D', 'a'))",c,334,367,0.668,0.367,1.8201634877384198
"(('C', 'a'), ('D', 'a'))",b,440,632,0.88,0.632,1.3924050632911393
"(('C', 'a'), ('D', 'a'))",o,331,435,0.662,0.435,1.5218390804597701
"(('C', 'a'), ('E', 'a'))",c,334,388,0.668,0.388,1.7216494845360826
"(('C', 'a'), ('E', 'a'))",o,320,412,0.64,0.412,1.5533980582524274
"(('C', 'a'), ('E', 'a'))",b,442,623,0.884,0.623,1.418940609951846
"(('C', 'a'), ('E', 'c'))",c,331,441,0.662,0.441,1.5011337868480725
"(('C', 'a'), ('E', 'c'))",b,446,741,0.892,0.741,1.203778677462888
"(('C', 'a'), ('E', 'c'))",o,314,425,0.628,0.425,1.4776470588235295
"(('C', 'c'), ('C', 'c'))",b,453,686,0.906,0.686,1.3206997084548104
"(('D', 'a'), ('A', 'c'))",o,353,412,0.706,0.412,1.7135922330097086
"(('D', 'a'), ('A', 'c'))",b,439,703,0.878,0.703,1.2489331436699858
"(('D', 'a'), ('A', 'c'))",c,237,319,0.474,0.319,1.4858934169278997
"(('D', 'a'), ('A', 'a'))",b,447,631,0.894,0.631,1.4167987321711568
"(('D', 'a'), ('A', 'a'))",c,248,245,0.496,0.245,2.024489795918367
"(('D', 'a'), ('A', 'a'))",o,347,382,0.694,0.382,1.8167539267015704
"(('D', 'a'), ('B', 'a'))",o,343,404,0.686,0.404,1.698019801980198
"(('D', 'a'), ('B', 'a'))",b,456,660,0.912,0.66,1.3818181818181818
"(('D', 'a'), ('B', 'a'))",c,257,250,0.514,0.25,2.056
"(('D', 'a'), ('B', 'c'))",b,450,679,0.9,0.679,1.3254786450662739
"(('D', 'a'), ('B', 'c'))",o,343,439,0.686,0.439,1.5626423690205014
"(('D', 'a'), ('B', 'c'))",c,223,326,0.446,0.326,1.3680981595092023
"(('D', 'a'), ('C', 'a'))",o,338,409,0.676,0.409,1.6528117359413206
"(('D', 'a'), ('C', 'a'))",b,448,625,0.896,0.625,1.4336
"(('D', 'a'), ('C', 'a'))",c,247,242,0.494,0.242,2.041322314049587
"(('D', 'a'), ('C', 'c'))",b,457,686,0.914,0.686,1.3323615160349853
"(('D', 'a'), ('C', 'c'))",o,335,433,0.67,0.433,1.5473441108545036
"(('D', 'a'), ('C', 'c'))",c,232,304,0.464,0.304,1.5263157894736843
"(('D', 'a'), ('D', 'c'))",o,385,104,0.77,0.104,7.403846153846154
"(('D', 'a'), ('D', 'c'))",b,470,903,0.94,0.903,1.0409745293466224
"(('D', 'a'), ('D', 'a'))",b,457,568,0.914,0.568,1.609154929577465
"(('D', 'a'), ('E', 'c'))",c,323,438,0.646,0.438,1.4748858447488584
"(('D', 'a'), ('E', 'c'))",b,442,737,0.884,0.737,1.1994572591587518
"(('D', 'a'), ('E', 'c'))",o,341,426,0.682,0.426,1.6009389671361505
"(('D', 'a'), ('E', 'a'))",o,318,415,0.636,0.415,1.5325301204819277
"(('D', 'a'), ('E', 'a'))",b,443,625,0.886,0.625,1.4176
"(('D', 'a'), ('E', 'a'))",c,336,387,0.672,0.387,1.7364341085271318
"(('D', 'c'), ('A', 'a'))",o,358,422,0.716,0.422,1.6966824644549763
"(('D', 'c'), ('A', 'a'))",b,439,726,0.878,0.726,1.2093663911845731
"(('D', 'c'), ('A', 'a'))",c,206,246,0.412,0.246,1.6747967479674797
"(('D', 'c'), ('A', 'c'))",b,439,807,0.878,0.807,1.0879801734820322
"(('D', 'c'), ('A', 'c'))",o,339,376,0.678,0.376,1.8031914893617023
"(('D', 'c'), ('A', 'c'))",c,233,304,0.466,0.304,1.5328947368421053
"(('D', 'c'), ('B', 'c'))",o,331,381,0.662,0.381,1.7375328083989503
"(('D', 'c'), ('B', 'c'))",b,448,796,0.896,0.796,1.1256281407035176
"(('D', 'c'), ('B', 'c'))",c,240,308,0.48,0.308,1.5584415584415583
"(('D', 'c'), ('B', 'a'))",b,450,709,0.9,0.709,1.2693935119887165
"(('D', 'c'), ('B', 'a'))",c,227,251,0.454,0.251,1.8087649402390438
"(('D', 'c'), ('B', 'a'))",o,349,446,0.698,0.446,1.5650224215246635
"(('D', 'c'), ('C', 'c'))",b,440,776,0.88,0.776,1.134020618556701
"(('D', 'c'), ('C', 'c'))",c,218,299,0.436,0.299,1.4581939799331105
"(('D', 'c'), ('C', 'c'))",o,346,396,0.692,0.396,1.7474747474747472
"(('D', 'c'), ('C', 'a'))",b,461,717,0.922,0.717,1.285913528591353
"(('D', 'c'), ('C', 'a'))",c,228,258,0.456,0.258,1.7674418604651163
"(('D', 'c'), ('C', 'a'))",o,327,432,0.654,0.432,1.513888888888889
"(('D', 'c'), ('D', 'a'))",o,408,24,0.816,0.024,34.0
"(('D', 'c'), ('D', 'a'))",b,460,897,0.92,0.897,1.0256410256410258
"(('D', 'c'), ('D', 'c'))",b,447,698,0.894,0.698,1.2808022922636104
"(('D', 'c'), ('E', 'c'))",o,352,419,0.704,0.419,1.6801909307875895
"(('D', 'c'), ('E', 'c'))",b,437,787,0.874,0.787,1.1105463786531131
"(('D', 'c'), ('E', 'c'))",c,326,535,0.652,0.535,1.2186915887850467
"(('D', 'c'), ('E', 'a'))",b,450,682,0.9,0.682,1.3196480938416422
"(('D', 'c'), ('E', 'a'))",c,319,373,0.638,0.373,1.710455764075067
"(('D', 'c'), ('E', 'a'))",o,326,479,0.652,0.479,1.361169102296451
"(('E', 'a'), ('A', 'a'))",o,361,395,0.722,0.395,1.8278481012658225
"(('E', 'a'), ('A', 'a'))",b,442,619,0.884,0.619,1.4281098546042004
"(('E', 'a'), ('A', 'a'))",c,227,267,0.454,0.267,1.700374531835206
"(('E', 'a'), ('A', 'c'))",b,441,714,0.882,0.714,1.2352941176470589
"(('E', 'a'), ('A', 'c'))",o,347,416,0.694,0.416,1.6682692307692306
"(('E', 'a'), ('A', 'c'))",c,230,312,0.46,0.312,1.4743589743589745
"(('E', 'a'), ('B', 'c'))",o,367,436,0.734,0.436,1.68348623853211
"(('E', 'a'), ('B', 'c'))",b,438,720,0.876,0.72,1.2166666666666668
"(('E', 'a'), ('B', 'c'))",c,224,323,0.448,0.323,1.3869969040247678
"(('E', 'a'), ('B', 'a'))",b,452,624,0.904,0.624,1.4487179487179487
"(('E', 'a'), ('B', 'a'))",c,227,244,0.454,0.244,1.8606557377049182
"(('E', 'a'), ('B', 'a'))",o,335,431,0.67,0.431,1.554524361948956
"(('E', 'a'), ('C', 'c'))",o,328,405,0.656,0.405,1.6197530864197531
"(('E', 'a'), ('C', 'c'))",b,440,710,0.88,0.71,1.23943661971831
"(('E', 'a'), ('C', 'c'))",c,230,278,0.46,0.278,1.6546762589928057
"(('E', 'a'), ('C', 'a'))",b,444,633,0.888,0.633,1.4028436018957346
"(('E', 'a'), ('C', 'a'))",c,244,250,0.488,0.25,1.952
"(('E', 'a'), ('C', 'a'))",o,321,412,0.642,0.412,1.5582524271844662
"(('E', 'a'), ('D', 'a'))",o,332,407,0.664,0.407,1.6314496314496316
"(('E', 'a'), ('D', 'a'))",b,439,625,0.878,0.625,1.4048
"(('E', 'a'), ('D', 'a'))",c,227,260,0.454,0.26,1.7461538461538462
"(('E', 'a'), ('D', 'c'))",b,439,725,0.878,0.725,1.2110344827586208
"(('E', 'a'), ('D', 'c'))",o,339,413,0.678,0.413,1.6416464891041165
"(('E', 'a'), ('D', 'c'))",c,237,325,0.474,0.325,1.4584615384615383
"(('E', 'a'), ('E', 'c'))",b,463,922,0.926,0.922,1.0043383947939262
"(('E', 'a'), ('E', 'c'))",o,397,128,0.794,0.128,6.203125
"(('E', 'a'), ('E', 'a'))",b,455,554,0.91,0.554,1.6425992779783392
"(('E', 'c'), ('A', 'c'))",o,365,406,0.73,0.406,1.7980295566502462
"(('E', 'c'), ('A', 'c'))",b,438,809,0.876,0.809,1.0828182941903584
"(('E', 'c'), ('A', 'c'))",c,241,300,0.482,0.3,1.6066666666666667
"(('E', 'c'), ('A', 'a'))",b,429,724,0.858,0.724,1.1850828729281768
"(('E', 'c'), ('A', 'a'))",o,364,465,0.728,0.465,1.5655913978494622
"(('E', 'c'), ('A', 'a'))",c,213,251,0.426,0.251,1.697211155378486
"(('E', 'c'), ('B', 'a'))",o,357,475,0.714,0.475,1.503157894736842
"(('E', 'c'), ('B', 'a'))",b,439,722,0.878,0.722,1.2160664819944598
"(('E', 'c'), ('B', 'a'))",c,235,255,0.47,0.255,1.8431372549019607
"(('E', 'c'), ('B', 'c'))",b,443,793,0.886,0.793,1.1172761664564943
"(('E', 'c'), ('B', 'c'))",o,352,382,0.704,0.382,1.8429319371727748
"(('E', 'c'), ('B', 'c'))",c,241,305,0.482,0.305,1.580327868852459
"(('E', 'c'), ('C', 'a'))",o,333,457,0.666,0.457,1.4573304157549234
"(('E', 'c'), ('C', 'a'))",b,441,695,0.882,0.695,1.269064748201439
"(('E', 'c'), ('C', 'a'))",c,211,254,0.422,0.254,1.6614173228346456
"(('E', 'c'), ('C', 'c'))",b,434,789,0.868,0.789,1.100126742712294
"(('E', 'c'), ('C', 'c'))",o,343,416,0.686,0.416,1.6490384615384617
"(('E', 'c'), ('C', 'c'))",c,204,296,0.408,0.296,1.3783783783783783
"(('E', 'c'), ('D', 'c'))",o,338,425,0.676,0.425,1.5905882352941179
"(('E', 'c'), ('D', 'c'))",b,444,782,0.888,0.782,1.1355498721227621
"(('E', 'c'), ('D', 'c'))",c,231,312,0.462,0.312,1.4807692307692308
"(('E', 'c'), ('D', 'a'))",b,447,711,0.894,0.711,1.257383966244726
"(('E', 'c'), ('D', 'a'))",c,216,259,0.432,0.259,1.667953667953668
"(('E', 'c'), ('D', 'a'))",o,350,476,0.7,0.476,1.4705882352941175
"(('E', 'c'), ('E', 'a'))",o,397,45,0.794,0.045,17.644444444444446
"(('E', 'c'), ('E', 'a'))",b,466,915,0.932,0.915,1.0185792349726777
"(('E', 'c'), ('E', 'c'))",b,441,721,0.882,0.721,1.2233009708737865
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",ooc,73,3,0.146,0.003,48.666666666666664
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obc,134,9,0.268,0.009,29.777777777777782
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obb,169,10,0.338,0.01,33.800000000000004
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",ooo,69,2,0.138,0.002,69.0
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",obo,133,9,0.266,0.009,29.55555555555556
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbc,137,154,0.274,0.154,1.7792207792207795
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbb,99,98,0.198,0.098,2.020408163265306
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbo,158,206,0.316,0.206,1.533980582524272
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obb,190,24,0.38,0.024,15.833333333333334
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",ooc,69,4,0.138,0.004,34.5
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obc,120,13,0.24,0.013,18.461538461538463
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",obo,152,5,0.304,0.005,60.8
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",ooo,57,3,0.114,0.003,38.0
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbb,96,169,0.192,0.169,1.136094674556213
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbc,150,266,0.3,0.266,1.1278195488721803
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbo,154,192,0.308,0.192,1.6041666666666665
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obb,179,14,0.358,0.014,25.57142857142857
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obo,141,13,0.282,0.013,21.69230769230769
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",ooo,68,5,0.136,0.005,27.200000000000003
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",obc,127,14,0.254,0.014,18.142857142857142
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",ooc,62,0,0.124,0,124.0
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbb,98,116,0.196,0.116,1.6896551724137931
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbo,145,199,0.29,0.199,1.457286432160804
"(('A', 'a'), ('A', 'c'), ('C', 'a'))",bbc,139,161,0.278,0.161,1.7267080745341616
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",obb,212,18,0.424,0.018,23.555555555555557
"(('A', 'a'), ('A', 'c'), ('A', 'c'))",bbb,102,61,0.204,0.061,3.344262295081967
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",ooo,53,1,0.106,0.001,106.0
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obo,153,8,0.306,0.008,38.25
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obb,181,20,0.362,0.02,18.099999999999998
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",obc,125,13,0.25,0.013,19.23076923076923
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",ooc,83,7,0.166,0.007,23.714285714285715
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbo,146,183,0.292,0.183,1.5956284153005464
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbb,107,156,0.214,0.156,1.3717948717948718
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbc,162,280,0.324,0.28,1.157142857142857
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obb,161,14,0.322,0.014,23.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",ooc,70,1,0.14,0.001,140.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obc,114,10,0.228,0.01,22.8
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",obo,147,2,0.294,0.002,147.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",ooo,66,1,0.132,0.001,132.0
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbb,103,178,0.206,0.178,1.1573033707865168
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbc,143,262,0.286,0.262,1.0916030534351144
"(('A', 'a'), ('A', 'c'), ('C', 'c'))",bbo,147,167,0.294,0.167,1.7604790419161676
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",obb,184,24,0.368,0.024,15.333333333333332
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",obo,144,5,0.288,0.005,57.599999999999994
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",ooo,53,6,0.106,0.006,17.666666666666664
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",obc,112,12,0.224,0.012,18.666666666666668
"(('A', 'a'), ('A', 'c'), ('B', 'c'))",ooc,85,3,0.17,0.003,56.66666666666667
